system:index,VHresidue,VVresidue,product,ratio,span,.geo
0_0,-24.931616200711,-3.538484839188488,88.22014594268197,0.14192761555055453,25.181468609608974,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,-8.649163974410559,-0.17619095155574804,1.523904430813092,0.020370864984988964,8.650958369316754,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-9.013649445272225,-4.572947243377575,41.21894338352943,0.5073358212057099,10.1073103649275,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,-6.584738889370424,-3.31584575472351,21.83397849228172,0.5035652605870515,7.372490712798841,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,-1.8115223092820116,-3.036332919705849,5.500384822454532,1.6761222890538319,3.5356655209897725,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,-9.81360433483107,-5.410020291663477,53.091798585792745,0.5512776047493466,11.206031839898802,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,-34.924148278151605,-26.26912899910097,917.4269563024945,0.7521766540985289,43.700838336646676,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,-26.629347523374783,-19.066757268933713,507.7353054582681,0.7160054241733577,32.75154015116088,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,-34.10700094380948,-11.72632080769157,399.94963485534913,0.3438097892866752,36.06652344024748,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,-21.634018394178675,-9.037260894894846,195.51226843314674,0.41773380840457314,23.44574239306695,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-16.741601080090813,-10.874178278030023,182.0511548045675,0.6495303660628758,19.963190124508603,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,-18.322219069449744,-7.415014020867485,135.85951129337545,0.4047006529482661,19.765782164097864,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,-13.454230042991412,-4.162767074512271,56.00682583587846,0.309402103369025,14.083498704738682,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,-37.516179000892485,-14.56602631913405,546.4616507203441,0.38825985766800863,40.24466187653602,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,-53.060837217449304,-18.613712124044618,987.659149026394,0.3507994426805503,56.23097656322055,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,-19.001525699724024,-4.680367555497529,88.9341243899408,0.24631535538041066,19.569461397080566,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,-10.642075447033356,-1.6305824579857422,17.352781540493368,0.1532203437291259,10.766269965621383,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,-20.934930232903568,-15.790358326532257,330.57004991850073,0.7542589419149076,26.222256194630287,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,-2.9323619625729584,-0.3722393046242374,1.0915403778547221,0.12694179960567398,2.955893905310518,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,-29.49350562506216,-19.89562647776163,586.7917714359983,0.6745765230720924,35.57671748486899,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,-24.33547132079067,-3.4120616894006996,83.03412938717929,0.14020939411539782,24.573508690809728,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,-40.992502550007075,-10.918431754903596,447.57384155496385,0.2663519198805712,42.42166212324576,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,-13.101147690496777,-4.361440762540401,57.13987957339467,0.3329052435386308,13.80804969332592,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,-21.339638369943533,-16.10581600194543,343.69228913436524,0.7547370636153873,26.735322606029797,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,-17.440289234653097,-5.466675053222152,95.34039408005695,0.31345093992822703,18.27698620467494,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,-13.393145827222046,-9.620482022154826,128.84851865088763,0.7183138409947613,16.490301073292734,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,-19.91979126438949,-3.2719697777842303,65.17695499685274,0.16425723213443075,20.186725099519766,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,-6.020710853828337,-3.2035533905081053,19.28766866905072,0.5320888958603767,6.819949670726487,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,-13.076807461336951,-21.798353407308294,285.05287048154884,1.6669476454216805,25.419895842642372,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,-7.435900988793815,-0.5253027319262689,3.906099103746635,0.07064412674643195,7.454432672934543,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,-6.379621101458415,-5.693593331665927,36.322968161818864,0.8924657500998517,8.55082279225597,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,-39.691049217383956,-24.406785638341685,968.7309300095596,0.6149191346559808,46.59474834327102,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,-48.95393027035023,-16.550152784069002,810.1950253549567,0.33807607872687767,51.67586328345506,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,-29.545422174268495,-16.637783733195576,491.5703444414402,0.5631256048757918,33.90793150589319,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,-2.8025819287636367,-3.9405292723138317,11.043656128350868,1.4060353532830359,4.835518215599511,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,-18.145079618367244,-1.0194523920257286,18.49804482044178,0.05618340693274193,18.17369520863859,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0,-7.246184266671513,-2.4392785502664047,17.67546185296972,0.3366293845832424,7.64573516886032,"{""type"":""MultiPoint"",""coordinates"":[]}"
