residue,vh_ori,vv_ori,vv_soil,vh_soil,VVresidue,VHresidue,span,RVI_residue,ratio,product,NDVI_residue,SPAN_ori,RVI_ori,Ratio_ori,Product_ori,NDVI_ori,Entropy,Anisotropy,Alpha,g0,g1,g2,g3,DegreeOfPolarization,DegreeOfDepolarization,DegreeOfCircularity,DegreeOfEllipticity,CPR,LPR,RelativePhase,Alphas,ConformityCoefficient,PhasePhi,DpRVI
TC,-22.53479958,-12.21640015,-17.86580086,-28.27549934,-5.536180019,-15.51990032,16.47780037,0.364876986,0.356714994,85.92099762,-0.474148989,25.63319969,0.340110987,0.542110026,275.2940063,-0.296923995,0.377768993,0.853591979,8.040869713,0.081490703,0.068145096,-0.0173539,0.0103388,0.872209013,0.127791002,-0.145449996,-0.073115997,0.774846971,0.089265503,-2.603830099,0.712413013,0.126893997,-0.249293998,0.201966003
NC,-24.72649956,-15.27980042,-18.00650024,-28.42440033,-18.89679909,-31.37120056,36.6228981,0.214155003,0.60236299,592.8150024,-0.248156995,29.06669998,0.408010006,0.617954016,377.8160095,-0.236129001,0.434074998,0.821431994,9.706130028,0.025051299,0.019726999,-1.12E-05,-0.00263873,0.794270992,0.205728993,0.134501994,0.067603096,1.239869952,0.120465003,1.546010017,0.852883995,-0.106480002,0.00486718,0.303694993
NC,-27.97699928,-14.56110001,-17.33699989,-27.75390053,-14.79380035,-34.62149811,37.64970016,0.041189998,0.427300006,512.1820068,-0.401246995,31.53949928,0.174234003,0.52046901,407.3770142,-0.315384001,0.380387992,0.85215801,7.939909935,0.0245574,0.019759901,0.000536448,-0.000298892,0.803381979,0.196618006,0.0154436,0.00772282,1.025220037,0.109618999,0.596700013,0.79312098,-0.0123838,0.024594,0.280779988
RC,-26.95940018,-14.9822998,-18.91489983,-29.33040047,-5.945759773,-15.9364996,17.0095005,0.364342988,0.373091012,94.75450134,-0.456568003,30.84280014,0.238582999,0.555734992,403.9150085,-0.285566002,0.41940701,0.830087006,7.974870205,0.0357753,0.0295582,-0.000262539,-0.000746496,0.826797009,0.173203006,0.0250064,0.0125071,1.042600036,0.0951185,1.307540059,0.797904015,-0.020545401,-0.00889,0.215946004
TC,-28.27289963,-14.82390022,-18.81760025,-29.22579956,-7.441140175,-21.71960068,22.95890045,0.143977001,0.342599988,161.6190033,-0.489647001,31.92340088,0.172969997,0.524317026,419.1149902,-0.312063009,0.36194399,0.862125993,6.590419769,0.040151399,0.033222999,0.000193155,0.00372068,0.832961977,0.167037994,-0.111298002,-0.055839501,0.830758989,0.0944364,-1.483109951,0.729622006,0.092735,0.0057688,0.213843003
TC,-25.23679924,-14.15170002,-18.14830017,-28.57670021,-4.551790237,-12.32359982,13.13729954,0.572526991,0.369356006,56.09429932,-0.460539997,28.93390083,0.289050996,0.560756981,357.144989,-0.281428993,0.493990988,0.783909976,12.16479969,0.0368625,0.0301884,-0.00216896,-0.00181948,0.822633028,0.177367002,0.057259701,0.0286723,1.101289988,0.099952303,2.50951004,0.814055979,-0.047483802,-0.0684698,0.251810014
TC,-25.38349915,-13.85219955,-18.51300049,-28.97100067,-4.577280045,-13.98200035,14.71220016,0.411559999,0.327369004,63.99950027,-0.506739974,28.91720009,0.262683004,0.545717001,351.6170044,-0.293897986,0.496825993,0.782043993,10.54100037,0.039692201,0.031429701,-0.00103945,0.000120725,0.792670012,0.207330003,-0.00365044,-0.00182522,0.994132996,0.116410002,-1.595749974,0.783572972,0.00296861,-0.033654202,0.259914011
RC,-26.83399963,-12.95170021,-18.41489983,-28.85829926,-5.101759911,-20.91600037,21.5291996,0.102187999,0.243917003,106.7080002,-0.607824028,29.7961998,0.157187998,0.482659996,347.5469971,-0.348926991,0.462321997,0.804188013,9.807220459,0.061799198,0.050131001,0.00112964,0.00916245,0.826820016,0.173179999,-0.180728003,-0.091171801,0.740445971,0.103592999,-1.432970047,0.694496989,0.149750993,0.0214919,0.223475993
RC,-25.27470016,-14.10649967,-18.41460037,-28.85810089,-6.001180172,-15.35140038,16.48270035,0.416220009,0.39092201,92.12640381,-0.437895,28.94490051,0.283960015,0.558126986,356.5379944,-0.283592999,0.489930987,0.786567986,11.1566,0.044417799,0.037365701,-0.0018743,-0.00252378,0.84443903,0.155561,0.067776598,0.033939101,1.122200012,0.086534098,2.116869926,0.819320023,-0.057242502,-0.050987698,0.266981006
NC,-27.25289917,-13.62170029,-18.41489983,-28.85829926,-10.89480019,-30.65089989,32.52959824,0.041867498,0.355448008,333.9360046,-0.475526989,30.46759987,0.166157007,0.499826998,371.2319946,-0.333487004,0.304778993,0.891210973,5.458000183,0.049489498,0.043837599,0.00146051,-0.00132357,0.888805985,0.111194,0.0276861,0.0138762,1.054700017,0.0602865,0.463571995,0.799263,-0.023981901,0.033963401,0.155792996
RC,-28.84219933,-15.13529968,-18.99259949,-29.47340012,-10.20880032,-26.95789909,28.82620049,0.082806803,0.378695011,275.2080078,-0.450646996,32.57220078,0.163403004,0.524762988,436.5360107,-0.311679006,0.516242027,0.769029975,11.18879986,0.0276639,0.0209524,-0.00103951,7.51E-05,0.759042025,0.240958005,0.000251701,0.000119862,1.00177002,0.138122007,0.377772987,0.785520017,-0.00010074,-0.045859199,0.328916997
RC,-27.7663002,-17.5916996,-19.07069969,-29.5503006,-10.74190044,-17.57069969,20.59410095,0.687507987,0.611355007,188.7429962,-0.241191998,32.86999893,0.35056299,0.633563995,488.4580078,-0.224316999,0.561881006,0.73674798,12.92850018,0.0323321,0.026320901,0.00325205,-0.000402387,0.820383012,0.179617003,0.0143749,0.00718891,1.024649978,0.102683999,0.098526999,0.792586982,-0.0119448,0.122846,0.284480006
RC,-28.09830093,-15.66219997,-18.9939003,-29.47439957,-10.59560013,-24.14830017,26.37059975,0.169057995,0.438773006,255.8659973,-0.390074015,32.16859818,0.215945005,0.557406008,440.0799866,-0.284186989,0.515843987,0.769300997,12.34370041,0.027553,0.020281499,-0.000327144,0.00267576,0.745185971,0.254813999,-0.126545995,-0.0638071,0.833149016,0.151929006,-1.512809992,0.721769989,0.0941469,-0.0160107,0.35412401
NC,-23.95409966,-15.69929981,-18.36580086,-28.83090019,-14.28079987,-20.8871994,25.30249977,0.71715498,0.683712006,298.2860107,-0.187851995,28.64030075,0.520103991,0.655391991,376.0629883,-0.208173007,0.561499,0.737028003,12.61979961,0.088787898,0.075784199,0.00721108,-0.000107763,0.858290017,0.141709998,0.00229343,0.00114762,1.004799962,0.078714699,0.0805507,0.786544979,-0.00212623,0.093733497,0.293987989
TC,-22.87490082,-13.19400024,-17.58670044,-28.0970993,-1.349939942,-4.989759922,5.169149876,1.207739949,0.270541996,6.735889912,-0.574131012,26.40730095,0.388664991,0.576789021,301.8110046,-0.268400997,0.500093997,0.779882014,11.91720009,0.070632003,0.056940801,0.00352351,0.00599644,0.812312007,0.187687993,-0.105857998,-0.053121299,0.842940986,0.107605003,-1.018820047,0.732340991,0.085749701,0.061227798,0.331032991
TC,-21.3281002,-13.09459972,-17.58699989,-28.09740067,-2.510200024,-4.700240135,5.328549862,1.506150007,0.534057975,11.7986002,-0.303732008,25.02709961,0.522319019,0.613958001,279.2820129,-0.239188999,0.57060802,0.730288029,14.18869972,0.050666299,0.035121199,-0.000509544,0.00113862,0.694263995,0.305736005,-0.032935701,-0.016489601,0.957867026,0.181404993,-0.229142994,0.768916011,0.0223976,-0.014799,0.465187997
RC,-26.33849907,-13.69279957,-18.10989952,-28.61050034,-4.439589977,-15.53429985,16.15620041,0.288461,0.28579399,68.96579742,-0.555459023,29.68510056,0.206296995,0.519877017,360.6459961,-0.315896004,0.4736,0.797083974,11.62339973,0.044416402,0.0360029,0.000467705,-0.000219837,0.811453998,0.188546002,0.005595,0.00279763,1.009629965,0.104587004,0.665619016,0.788196027,-0.00459712,0.0132219,0.302801013
TC,-23.26790047,-14.44200039,-18.04240036,-28.53680038,-4.955609798,-8.586039543,9.91353035,1.209560037,0.577170014,42.54899979,-0.268094003,27.38549995,0.463432014,0.620680988,336.0350037,-0.234049007,0.525430977,0.762726009,11.7198,0.0502325,0.040855899,0.00542041,-0.0052317,0.828323007,0.171676993,0.131167993,0.0660142,1.245290041,0.105440997,0.786670029,0.851267993,-0.107431002,0.141244993,0.318201005
RC,-24.52939987,-14.48999977,-18.15769958,-28.67510033,-9.237339973,-17.98970032,20.22270012,0.470423996,0.513480008,166.177002,-0.321458012,28.48950005,0.360642999,0.590717018,355.4299927,-0.257293999,0.578263998,0.724538982,12.97130013,0.040284101,0.0293433,-0.00299145,0.00582986,0.74693799,0.25306201,-0.193694994,-0.097810999,0.747498989,0.157147005,-2.038450003,0.68791002,0.144792005,-0.101957001,0.393932015
TC,-25.08399963,-12.75450039,-18.13579941,-28.63940048,-1.665230036,-11.20180035,11.32489967,0.400483996,0.148656994,18.65369987,-0.741163015,28.14039993,0.221020997,0.508473992,319.9339905,-0.325843006,0.518144011,0.767732978,11.02900028,0.040284101,0.032714099,-0.00197117,0.00623474,0.828549981,0.171451002,-0.186681002,-0.094175301,0.732070029,0.103716001,-1.877089977,0.691501975,0.154777005,-0.061062001,0.327526003
TC,-24.78770065,-15.30529976,-18.13940048,-28.6420002,-4.451290131,-8.032739639,9.18362999,1.219099998,0.554143012,35.7560997,-0.286882997,29.13209915,0.405007988,0.617456973,379.3829956,-0.236508995,0.590646982,0.715077996,14.38560009,0.031753201,0.0252495,-0.000674896,0.000232667,0.795915008,0.204085007,-0.00869521,-0.00434922,0.986769021,0.114597999,-1.070840001,0.781049013,0.00680257,-0.026617501,0.417589992
TC,-23.75419998,-12.65359974,-17.92630005,-28.43639946,-2.111979961,-9.807350159,10.03219986,0.581212997,0.215347007,20.71290016,-0.645621002,26.91419983,0.288098007,0.532689989,300.5769958,-0.304895014,0.492523998,0.784871995,10.46510029,0.053911101,0.042805899,-0.00625598,0.00317485,0.803398013,0.196602002,-0.074450597,-0.037283499,0.887773991,0.115774997,-2.645119905,0.748134017,0.0595484,-0.142626002,0.331447989
TC,-23.66230011,-13.67039967,-18.57189941,-29.09460068,-2.476360083,-7.713140011,8.100919724,0.921769977,0.321056992,19.10050011,-0.513939023,27.32729912,0.364257008,0.57773,323.4729919,-0.267643988,0.605131984,0.703746974,14.22550011,0.0320241,0.022118701,0.00328799,0.00198331,0.700511992,0.299488008,-0.080778897,-0.040564101,0.89448297,0.184338003,-0.460415989,0.744892001,0.0576871,0.146289006,0.478320986
TC,-25.04039955,-15.30599976,-18.40360069,-28.92510033,-5.763539791,-10.76500034,12.21080017,0.960775018,0.53539902,62.04430008,-0.302592993,29.34790039,0.384364009,0.61125201,383.269989,-0.241271004,0.608141005,0.701355994,17.08930016,0.0344036,0.0235829,-0.000911577,0.00303505,0.692300022,0.307700008,-0.127373993,-0.063994803,0.838744998,0.186660007,-1.849249959,0.721506,0.088126197,-0.039223801,0.42621401
RC,-25.21139908,-14.45709991,-18.53479958,-29.05019951,-7.368850231,-16.53050041,18.0984993,0.432691008,0.445773989,121.810997,-0.383343011,29.06240082,0.310160011,0.573437989,364.4840088,-0.271102011,0.527162015,0.761527002,13.44810009,0.078082398,0.052298699,0.000426159,0.00308504,0.672366977,0.327632993,-0.057171799,-0.028619699,0.926082015,0.197727993,-1.36827004,0.756789982,0.0386017,0.0125228,0.382385999
TC,-21.59869957,-13.80449963,-18.85720062,-29.37809944,-2.732110023,-4.414979935,5.191959858,1.617280006,0.618827999,12.06219959,-0.235461995,25.63339996,0.570002973,0.639137983,298.1600037,-0.220154002,0.647756994,0.66861397,17.10709953,0.050499301,0.039333001,-0.00318922,0.00380955,0.785053015,0.214947,-0.095448703,-0.047837902,0.860512018,0.124857999,-2.254640102,0.737598002,0.075056702,-0.083471999,0.372458011
TC,-24.15730095,-13.91520023,-18.34440041,-28.86510086,-3.858469963,-10.04030037,10.75619984,0.776507974,0.38429901,38.74020004,-0.444774002,27.87849998,0.345620006,0.576022983,336.1539917,-0.269017011,0.616199017,0.694887996,15.01259995,0.046124998,0.0303871,-0.00210053,0.0110866,0.703613997,0.296386003,-0.340840995,-0.176033005,0.613968015,0.205785006,-1.763429999,0.611262023,0.240371004,-0.069290802,0.48446399
TC,-20.99169922,-13.8203001,-18.58419991,-29.10379982,-12.36100006,-17.79229927,21.66469955,0.890375972,0.694737017,219.9309998,-0.180124,25.13269997,0.643751025,0.658371985,290.1130066,-0.206001997,0.687686026,0.632988989,18.14489937,0.03695,0.0237353,0.00265479,0.0039953,0.654515028,0.345485002,-0.165726006,-0.083471999,0.805025995,0.219029993,-0.978321016,0.70213002,0.108296998,0.113080002,0.504049003
TC,-24.12120056,-14.81029987,-18.58939934,-29.10759926,-4.088560104,-7.966989994,8.954839706,1.161929965,0.513188004,32.57350159,-0.321713001,28.30500031,0.419607013,0.613995016,357.2409973,-0.239161,0.599269986,0.708368003,13.35219955,0.043923799,0.0328997,-0.000939123,-0.00295464,0.751945972,0.248053998,0.090297401,0.045250099,1.145320058,0.144097999,1.881270051,0.830613971,-0.067639597,-0.0270535,0.367819011
TC,-24.59379959,-14.37590027,-17.76490021,-28.3071003,-3.76741004,-8.777199745,9.551580429,0.959366024,0.429226011,33.06729889,-0.399358004,28.48719978,0.347386986,0.584532976,353.5580139,-0.262201011,0.584958971,0.719449997,13.81130028,0.040466301,0.028548,0.00482843,0.000865601,0.715312004,0.284687996,-0.022340801,-0.0112262,0.970130026,0.174316004,-0.083366498,0.774191022,0.017380999,0.165555999,0.402875006
TC,-23.79509926,-15.57470036,-17.74869919,-28.28160095,-7.59747982,-10.31169987,12.80830002,1.394600034,0.736779988,78.34320068,-0.151556,28.43899918,0.523697972,0.654534996,370.6000061,-0.208799005,0.637238026,0.677545011,15.98379993,0.0531114,0.042107299,0.00629647,0.00363204,0.804823995,0.195176005,-0.085205004,-0.042722099,0.873576999,0.115907997,-0.537034988,0.742716014,0.0681637,0.145749003,0.354573011
RC,-24.32690048,-16.51070023,-17.95289993,-28.49340057,-12.85009956,-16.6352005,21.02029991,1.179730058,0.772466004,213.7640076,-0.128371,29.40069962,0.567523003,0.678699017,401.6530151,-0.191398993,0.617870986,0.69353497,16.09700012,0.064764999,0.045485102,-0.000768591,-0.00628932,0.711196005,0.288803995,0.134528995,0.067765199,1.217640042,0.174682006,1.863170028,0.852995992,-0.095891103,-0.018001201,0.394459993
RC,-23.49740028,-16.31800079,-17.7507,-28.28310013,-13.14700031,-15.89019966,20.62380028,1.388550043,0.827364028,208.9080048,-0.094472401,28.60779953,0.642750025,0.694459975,383.4309998,-0.180317,0.653052986,0.664049029,16.26180077,0.0318821,0.0219143,-0.00481554,0.00401428,0.714464009,0.285535991,-0.175348997,-0.088397697,0.777333975,0.186408997,-2.44788003,0.697242022,0.125616997,-0.218593001,0.434944004
NC,-25.86910057,-15.82190037,-17.8064003,-28.35630035,-17.44599915,-29.38260078,34.17169952,0.240685999,0.593753994,512.6099854,-0.254898995,30.3239994,0.360053003,0.611611009,409.2980042,-0.240994006,0.59978199,0.70796603,14.2112999,0.0367244,0.026314501,0.00224608,0.00186829,0.722630024,0.277370006,-0.069347002,-0.034736499,0.905303001,0.165674999,-0.768824995,0.75068301,0.050197698,0.089458399,0.380113006
RC,-25.28030014,-16.18519974,-17.80690002,-28.3383007,-11.18330002,-16.8798008,20.24830055,0.848845005,0.662530005,188.7720032,-0.202986002,30.01759911,0.438643992,0.640232027,409.1679993,-0.219339997,0.544341981,0.749445975,13.16660023,0.0472712,0.032548901,-0.00212578,-0.00335793,0.695845008,0.304154992,0.101912998,0.051118601,1.155889988,0.184163004,2.134660006,0.836462975,-0.0717673,-0.065996401,0.416608989
NC,-26.80310059,-17.93390083,-17.90870094,-28.44630051,-20.45079994,-28.67819977,35.22320175,0.522957027,0.713111997,586.4910278,-0.167466,32.24950027,0.459363997,0.669097006,480.6849976,-0.198253006,0.679646015,0.640393972,17.45849991,0.030267401,0.019312,-0.00391857,-0.00389071,0.664171994,0.335828006,0.193782002,0.097860798,1.296489954,0.221000999,2.358210087,0.882933974,-0.128793001,-0.200587004,0.47351101
RC,-24.49640083,-13.54800034,-17.20079994,-27.7317009,-8.320119858,-18.81049919,20.56839943,0.327993006,0.442312002,156.5059967,-0.386662006,27.99329948,0.297607988,0.553062022,331.8789978,-0.287779003,0.637363017,0.677439988,17.50149918,0.058529001,0.0419732,-0.00665332,0.00491716,0.731577992,0.268420994,-0.114480004,-0.057431702,0.845426023,0.164690003,-2.478919983,0.728030026,0.083802201,-0.155348003,0.422775
RC,-27.61630058,-11.02000046,-17.20210075,-27.73270035,-3.768840075,-26.62929916,26.89459991,0.020595601,0.141530007,100.3610001,-0.752035022,29.73380089,0.085707203,0.399037987,304.3309937,-0.429553986,0.456577986,0.807757974,9.344610214,0.053806901,0.041418198,-0.000528752,0.00265791,0.770515025,0.229485005,-0.064317301,-0.032194,0.905853987,0.130913004,-1.752060056,0.753216028,0.049440399,-0.011759,0.345093995
TC,-22.24729919,-12.56910038,-17.31889915,-27.87759972,-1.762809992,-6.271090031,6.514140129,1.046090007,0.281100988,11.0546999,-0.561156988,25.55240059,0.388886988,0.564972997,279.6300049,-0.27797699,0.606231987,0.702874005,14.34710026,0.061786,0.0389762,0.000538828,0.0057451,0.637843013,0.362156987,-0.149246007,-0.075187899,0.828163028,0.227531999,-1.495300055,0.710398972,0.094741203,0.016647,0.448996991
NC,-28.19039917,-16.93110085,-17.85449982,-28.42029953,-18.94989967,-33.0237999,38.07460022,0.150656998,0.573823988,625.7979736,-0.270790011,32.88399887,0.278474003,0.600596011,477.2940063,-0.249533996,0.60008198,0.707731009,15.08240032,0.041617699,0.0317274,-0.00185989,0.00305077,0.767337024,0.232663006,-0.095051497,-0.047641199,0.864166975,0.134959996,-2.108850002,0.737794995,0.073044598,-0.059180401,0.334360003
RC,-25.86170006,-15.3689003,-17.57349968,-28.14259911,-10.23810005,-18.84490013,21.44639969,0.484513998,0.543282986,192.9369965,-0.295937985,30.08370018,0.327825993,0.594272971,397.4660034,-0.254491001,0.573122025,0.728407979,12.46640015,0.046873,0.038915198,0.00312208,-0.00176807,0.833153009,0.166847005,0.046965301,0.023504799,1.081500053,0.093828402,0.53719902,0.808896005,-0.038847499,0.0832543,0.306457013
RC,-25.10199928,-15.4531002,-17.52149963,-28.09079933,-10.7979002,-17.96120071,20.95709991,0.644752979,0.601179004,193.9429932,-0.249080002,29.47730064,0.391259998,0.615612984,387.9049988,-0.237921,0.579688013,0.723461986,13.62769985,0.0396569,0.0309585,0.000652014,0.00189107,0.782828987,0.217170998,-0.060864501,-0.0304677,0.909569979,0.123131998,-1.345170021,0.754942,0.047603998,0.020757301,0.334264994
RC,-26.1868,-15.35219955,-17.51840019,-28.08849907,-10.28320026,-19.57559967,22.11219978,0.421213001,0.525309026,201.3000031,-0.311210006,30.35519981,0.304904014,0.586256027,402.0249939,-0.260829985,0.529848993,0.759661019,12.50720024,0.0293168,0.020326801,-0.00183997,-0.00281902,0.70371002,0.29629001,0.136519998,0.0686066,1.212210059,0.180839002,2.144769907,0.853888988,-0.095722303,-0.090122603,0.391128987
TC,-24.72089958,-12.73400021,-17.90279961,-28.46100044,-1.001569986,-8.994429588,9.050029755,0.548003972,0.111354001,9.00854969,-0.799606025,27.80789948,0.238079995,0.515111983,314.7969971,-0.320035011,0.587338984,0.717625976,14.78820038,0.0574582,0.046537001,0.00497301,0.00367397,0.816464007,0.183535993,-0.077488899,-0.038808499,0.881006002,0.105727002,-0.638622999,0.746610999,0.063398004,0.108170003,0.32436499
TC,-24.31209946,-12.87679958,-18.12829971,-28.70439911,-0.40220499,-6.911680222,6.923369884,0.730382025,0.058192201,2.779910088,-0.890016019,27.51169968,0.268160999,0.529646993,313.0639954,-0.307491004,0.498578995,0.780884981,11.71529961,0.055657599,0.0426048,0.00459116,0.00519155,0.776901007,0.223098993,-0.119554996,-0.059995499,0.830051005,0.133172005,-0.894071996,0.725475013,0.092906304,0.111372001,0.310636997
TC,-24.38809967,-13.34790039,-17.53199959,-28.10740089,-2.368180037,-8.733590126,9.048970222,0.750393987,0.271156996,20.6826992,-0.573369026,27.80190086,0.291830987,0.547308981,325.5299988,-0.292566001,0.468769014,0.800143003,11.32569981,0.079544201,0.0651289,0.00502251,-0.00238403,0.821841002,0.178158998,0.036032502,0.0180267,1.062139988,0.099818803,0.424598992,0.803421021,-0.0298934,0.077173203,0.356173009
TC,-25.42760086,-13.44209957,-18.12479973,-28.70190048,-1.857859969,-9.757619858,9.932909966,0.558221996,0.190401003,18.12829971,-0.680105984,28.76199913,0.238151997,0.528643012,341.7999878,-0.308349997,0.515920997,0.769248009,13.42500019,0.0495064,0.0395629,-0.00391816,0.00252312,0.805302024,0.194698006,-0.063836202,-0.031996299,0.904501975,0.111900002,-1.83457005,0.753427982,0.051452201,-0.097905003,0.292338997
RC,-26.25020027,-16.18499947,-17.82670021,-28.38540077,-9.862620354,-16.5916996,19.30170059,0.700680017,0.594431996,163.6369934,-0.254364997,30.83880043,0.358702987,0.616567016,424.8609924,-0.237189993,0.595923007,0.710985005,13.90289974,0.0242658,0.0163329,0.00316507,-0.000417698,0.686375976,0.313623995,0.026704499,0.0133622,1.037700057,0.196110994,0.107782997,0.798757017,-0.0179876,0.194113001,0.420230001
RC,-27.99699974,-15.32320023,-17.82500076,-28.38409996,-9.692060471,-22.43840027,24.44210052,0.201811999,0.431941986,217.473999,-0.396705002,31.91600037,0.205035999,0.547316015,429.0020142,-0.292560995,0.562161028,0.736541986,13.13389969,0.026376801,0.019872099,0.000270235,-0.00130192,0.755756021,0.244243994,0.065748297,0.032928299,1.104460001,0.140798002,1.336310029,0.818307996,-0.049316201,0.012712,0.381897002
RC,-25.12439919,-17.69869995,-18.11059952,-28.69129944,-11.57719994,-13.07390022,17.46310043,1.658740044,0.885518014,151.3600006,-0.060716301,30.7322998,0.612742007,0.704442024,444.6679993,-0.173403993,0.59791702,0.709428012,16.40099907,0.031834699,0.020869,0.00254771,0.000240848,0.660706997,0.339293003,-0.0134911,-0.00674367,0.983075023,0.208353996,-0.072750598,0.778653979,0.00880585,0.123778,0.415091008
NC,-28.34720039,-18.24620056,-18.14019966,-28.72400093,-22.47109985,-34.30080032,41.0060997,0.246312007,0.655117989,770.7769775,-0.208372995,33.71179962,0.356023997,0.643669009,517.2280273,-0.216790006,0.568044007,0.73219502,13.80860043,0.0295345,0.0212503,4.94E-05,0.000270716,0.719829023,0.280171007,-0.0126919,-0.0063463,0.981971979,0.163093999,-1.749480009,0.779052019,0.00910917,0.00221429,0.402089
NC,-29.93470001,-16.74270058,-19.58600044,-29.92849922,-20.1359005,-41.66090012,46.27180099,0.0279587,0.483328998,838.8779907,-0.348318994,34.29880142,0.183026999,0.559306026,501.1870117,-0.28262201,0.433075011,0.822028995,8.892990112,0.030117599,0.024652099,0.00160452,-0.000217891,0.82141,0.17859,0.00896245,0.00448143,1.015079975,0.099447303,0.279859006,0.789879978,-0.00745986,0.065825202,0.273113996
TC,-26.42110062,-15.49530029,-18.80850029,-29.17499924,-7.924530029,-16.72949982,18.5114994,0.465413988,0.473684996,132.5740051,-0.357142001,30.62969971,0.299037009,0.586471975,409.4020081,-0.260659009,0.451292992,0.811012983,10.36909962,0.029211899,0.0229939,-0.000473513,-0.000302439,0.787427008,0.212573007,0.0128521,0.00642673,1.02094996,0.119227998,0.860190988,0.791824996,-0.0102888,-0.020651501,0.290522009
NC,-30.18569946,-18.35700035,-20.6359005,-30.98810005,-19.18600082,-34.79769897,39.7364006,0.106936,0.551358998,667.6290283,-0.289193004,35.32929993,0.246364996,0.608134985,554.1199951,-0.243677005,0.504478991,0.776962996,11.07110023,0.0414875,0.0317179,0.00245751,0.00607865,0.781917989,0.218081996,-0.183734998,-0.092802599,0.750624001,0.132923007,-1.176480055,0.692909002,0.143649995,0.076459602,0.336521
NC,-30.56119919,-17.44479942,-20.16060066,-30.52669907,-15.92549992,-33.14179993,36.76959991,0.074518703,0.480527014,527.8010254,-0.350870013,35.1896019,0.186093003,0.57081598,533.1350098,-0.273223996,0.403881997,0.839031994,7.514480114,0.0207312,0.017300099,0.00101187,0.000102508,0.835560024,0.164440006,-0.00422957,-0.00211488,0.993049979,0.090684101,0.102773003,0.783282995,0.00375474,0.056195699,0.300401002
RC,-28.86590004,-17.5007,-19.9116993,-30.27529907,-12.68669987,-23.75779915,26.93300056,0.289918005,0.534002006,301.4079895,-0.303779989,33.75669861,0.272224993,0.606275022,505.1740112,-0.245115995,0.48546201,0.789472997,12.73740005,0.030808,0.020852299,-0.00111187,0.00548718,0.702746987,0.297253013,-0.253670007,-0.128976002,0.697679996,0.192264006,-1.767519951,0.65714097,0.178209007,-0.0555318,0.313311011
NC,-28.05780029,-17.13430023,-20.16550064,-30.53039932,-16.15279961,-29.17280006,33.34609985,0.190072998,0.553695023,471.2219849,-0.287254006,32.87590027,0.299192995,0.610679984,480.7510071,-0.241711006,0.553152978,0.743113995,12.72309971,0.028279601,0.0215926,-0.0032212,0.0028906,0.778925002,0.221074998,-0.122598,-0.061893798,0.831734002,0.136016995,-2.499870062,0.72370398,0.095090903,-0.152434006,0.32249701
TC,-29.02389908,-13.46350002,-19.83979988,-30.22060013,-3.594389915,-21.52050018,21.8185997,0.063461103,0.167022005,77.35289764,-0.713764012,31.9946003,0.108171001,0.463876009,390.7640076,-0.366236001,0.467330009,0.801048994,11.85949993,0.0352927,0.028510001,-0.00237904,0.00141233,0.811852992,0.188146994,-0.048870999,-0.024457101,0.924000978,0.106339,-2.09187007,0.760948002,0.0398895,-0.083155997,0.30615899
NC,-25.30139923,-16.17420006,-18.81839943,-29.20660019,-16.57209969,-26.18009949,30.9843998,0.394596994,0.633002996,433.8580017,-0.224737003,30.02939987,0.435761988,0.639262021,409.230011,-0.220062003,0.509366989,0.773684978,10.4861002,0.038374498,0.0307988,-4.89E-05,-0.00106454,0.803047001,0.196952999,0.034488901,0.0172497,1.05704999,0.109646998,1.607489944,0.802645981,-0.027724501,-0.000978696,0.290454
NC,-30.45030022,-16.50849915,-18.91290092,-29.30809975,-14.56379986,-33.05690002,36.1228981,0.0558022,0.440568,481.4330139,-0.38834101,34.63740158,0.155132994,0.542146027,502.6879883,-0.296894014,0.440299004,0.817699015,10.24940014,0.028472999,0.024967199,0.000746253,0.00269922,0.882246971,0.117752999,-0.107323997,-0.0538182,0.826982021,0.065707602,-1.297999978,0.731631994,0.094718903,0.030104401,0.26531899
TC,-26.17720032,-14.11870003,-20.20219994,-30.5951004,-1.815459967,-10.97389984,11.12300014,0.432976007,0.165434003,19.92259979,-0.716098011,29.74200058,0.234412998,0.539350986,369.5889893,-0.299248993,0.458835006,0.806358993,10.20119953,0.032819901,0.026408101,0.00281275,0.00246603,0.813827991,0.186171994,-0.093108401,-0.046701301,0.859606981,0.108253002,-0.692961991,0.738745987,0.076387703,0.106735997,0.264180988
TC,-22.82819939,-14.03240013,-18.6284008,-29.01959991,-4.836569786,-9.275979996,10.46119976,1.058390021,0.521408021,44.86389923,-0.314572006,26.7961998,0.466284007,0.614695013,320.3340149,-0.238624007,0.45143801,0.810923994,11.29380035,0.0432368,0.037473299,0.00450642,0.00346746,0.876966,0.123034,-0.092566103,-0.046392102,0.850151002,0.071339101,-0.672710001,0.739041984,0.081183799,0.118189998,0.186647996
NC,-29.14360046,-18.9904995,-19.38459969,-29.80509949,-22.40839958,-34.32640076,40.99309921,0.241658002,0.652804971,769.1989746,-0.210063994,34.78490067,0.35214901,0.651618004,553.4509888,-0.210933998,0.538311005,0.753726006,12.53310013,0.0305859,0.022722799,-0.00229738,-0.000870026,0.752622008,0.247378007,0.039867502,0.0199508,1.063150048,0.145294994,2.564690113,0.805342972,-0.030274499,-0.0943655,0.382393986
