residue,vh_ori,vv_ori,vv_soil,vh_soil,VVresidue,VHresidue,span,RVI_residue,ratio,product,NDVI_residue,SPAN_ori,RVI_ori,Ratio_ori,Product_ori,NDVI_ori,Entropy,Anisotropy,Alpha,g0,g1,g2,g3,DegreeOfPolarization,DegreeOfDepolarization,DegreeOfCircularity,DegreeOfEllipticity,CPR,LPR,RelativePhase,Alphas,ConformityCoefficient,PhasePhi,DpRVI
RC,-27.32169914,-17.10810089,-19.32979965,-29.74550056,-10.97179985,-18.76720047,21.7390995,0.569854021,0.584622979,205.9100037,-0.262129992,32.23609924,0.347698987,0.626172006,467.4240112,-0.229882002,0.580681026,0.722707987,12.97739983,0.024783099,0.019404801,-0.00178407,0.00176755,0.789947987,0.210051998,-0.089533404,-0.044889901,0.86827898,0.121853001,-2.386590004,0.740549028,0.071120799,-0.092197403,0.306421012
NC,-29.26079941,-18.47590065,-19.33419991,-29.74880028,-23.74500084,-38.5644989,45.28850174,0.127651006,0.615722001,915.7139893,-0.237837002,34.60570145,0.308142006,0.631420016,540.617981,-0.225925997,0.512676001,0.771450996,12.34430027,0.014785,0.0104405,3.36E-05,0.00266522,0.730607986,0.269392014,-0.248327002,-0.126355007,0.693894982,0.172067001,-1.572460055,0.659779012,0.181884006,0.00383027,0.370622009
NC,-28.02519989,-17.01910019,-18.48670006,-28.93149948,-20.08959961,-34.7533989,40.14220047,0.132156998,0.578061998,698.1829834,-0.267376989,32.78820038,0.293963999,0.607276976,476.9639893,-0.244341001,0.462686986,0.803960979,10.64430046,0.0204871,0.0163191,-0.000928419,0.00138623,0.800993025,0.199007004,-0.085073799,-0.0426182,0.872492015,0.113214001,-2.146899939,0.742806971,0.068177,-0.057484001,0.30400601
RC,-27.67099953,-14.7177,-18.94039917,-29.38220024,-7.073520184,-20.23760033,21.43810081,0.184156999,0.349525005,143.151001,-0.482003003,31.34160042,0.192873999,0.531884015,407.2539978,-0.305581987,0.428425997,0.824788988,9.966939926,0.0316291,0.0247239,0.000640597,0.00170251,0.783707976,0.216291994,-0.067667902,-0.033879701,0.89922899,0.122897997,-1.311319947,0.751533985,0.053245898,0.024604101,0.323114008
NC,-29.46269989,-17.65209961,-19.66480064,-30.10849953,-17.2166996,-31.74819946,36.11600113,0.136105001,0.542289019,546.5999756,-0.296774,34.34600067,0.247327,0.599130988,520.0780029,-0.250678986,0.545504987,0.748615026,13.47799969,0.0305665,0.02641,-0.000542131,0.00189448,0.866667986,0.133331999,-0.071579903,-0.0358449,0.883960009,0.072944701,-1.877110004,0.749571979,0.0618346,-0.020552,0.266386002
NC,-29.50889969,-18.23340034,-19.66130066,-30.10580063,-20.27269936,-34.70809937,40.19490051,0.139046997,0.584092975,703.6270142,-0.262551993,34.68769836,0.277514011,0.61789602,538.0499878,-0.236174002,0.510764003,0.772742987,11.67080021,0.018928399,0.0145084,-0.000367752,0.00186463,0.773120999,0.226879001,-0.127543002,-0.064041197,0.820707977,0.132295996,-1.769260049,0.721446991,0.098550901,-0.0258494,0.328372985
NC,-29.2154007,-18.92810059,-18.19849968,-28.66290092,-19.1602993,-28.92950058,34.69919968,0.381586999,0.662308991,554.2969971,-0.203145996,34.81110001,0.342352003,0.647880971,552.9910278,-0.213679999,0.436623991,0.81990701,9.757610321,0.0286345,0.023779999,-8.65E-06,0.000690914,0.831216991,0.168782994,-0.027999001,-0.0140127,0.955354989,0.092610598,-1.974480033,0.771390021,0.023297001,-0.00104638,0.258157015
RC,-27.23559952,-17.73749924,-19.68899918,-30.14080048,-10.62629986,-16.41830063,19.55699921,0.834227026,0.647225022,174.4649963,-0.214164004,32.50220108,0.403694004,0.651262999,483.0920105,-0.211193994,0.524644971,0.763269007,12.71809959,0.0192129,0.016037701,-0.000607679,-0.00235066,0.844268978,0.155730993,0.146185994,0.0735365,1.282739997,0.090482503,1.81882,0.858785987,-0.123259,-0.038819999,0.296611011
RC,-30.59740067,-15.49250031,-17.72839928,-28.19120026,-7.485489845,-22.39719963,23.61499977,0.125053003,0.334215999,167.654007,-0.499008,34.29610062,0.119776003,0.50633502,474.0310059,-0.327726007,0.420419991,0.829496026,9.761899948,0.022374401,0.017588301,-0.000801676,0.000157194,0.786630988,0.213368997,-0.00956508,-0.00478257,0.985522985,0.120085999,-2.447269917,0.780615985,0.00738261,-0.045935798,0.344375014
RC,-27.49670029,-16.44219971,-17.7269001,-28.19009972,-8.813079834,-16.36079979,18.58349991,0.598307014,0.538671017,144.1889954,-0.299822986,32.03770065,0.290946007,0.597968996,452.105011,-0.251587987,0.524466991,0.763391972,11.00399971,0.028240999,0.022569301,-0.00045364,-3.18E-05,0.799694002,0.200305998,0.00153995,0.000772224,1.003059983,0.111626998,-2.149800062,0.786170006,-0.00130794,-0.0205453,0.286859006
RC,-28.75219917,-14.09319973,-19.25279999,-29.70569992,-4.830589771,-20.63949966,21.19720078,0.102310002,0.234045997,99.70089722,-0.620684981,32.020401,0.132296994,0.490159988,405.2099915,-0.342137992,0.398577988,0.842037976,7.79914999,0.058157202,0.0406783,-0.00490227,-0.000477298,0.700877011,0.299122989,-0.000342164,-0.000165352,1.00533998,0.180329993,-0.331216991,0.785230994,-0.00127443,-0.108875997,0.386792004
RC,-27.13710022,-14.78530025,-17.72170067,-28.18619919,-9.948439598,-23.12380028,25.17300034,0.183698997,0.430225015,230.0460052,-0.398382008,30.9034996,0.219945997,0.544836998,401.230011,-0.294634998,0.41622299,0.831938982,8.89675045,0.044087101,0.0402897,0.000872418,0.000730094,0.91445899,0.085541099,-0.018999301,-0.0095047,0.966849029,0.045053098,-0.557730973,0.775895,0.0173271,0.0212915,0.189817995
NC,-30.71680069,-18.36039925,-17.72599983,-28.18939972,-20.02050018,-35.13460159,40.43840027,0.119526997,0.569821,703.4110107,-0.274031013,35.78590012,0.219726995,0.597732008,563.9749756,-0.251774013,0.522230983,0.764931977,12.37049961,0.023392901,0.018896099,-0.000857519,0.000593934,0.807681024,0.192319006,-0.0296774,-0.0148486,0.953117013,0.107520998,-1.843629956,0.770552993,0.024437999,-0.043473199,0.314428002
NC,-30.82060051,-16.90909958,-17.72929955,-28.19190025,-19.35639954,-39.88359833,44.33250046,0.035116501,0.485321999,772.0029907,-0.34650901,35.15430069,0.156176001,0.548628986,521.1469727,-0.291465014,0.456966996,0.807516992,11.38500023,0.021928299,0.0176764,0.0011338,0.000894789,0.809499979,0.190500006,-0.051317699,-0.0257136,0.921916008,0.107414998,-0.583956003,0.759702981,0.041561499,0.0644968,0.291678995
NC,-29.99340057,-17.09609985,-18.09930038,-28.56599998,-17.38660049,-34.08300018,38.26150131,0.083796903,0.510124981,592.5859985,-0.324393004,34.52360153,0.195253998,0.569997013,512.7709961,-0.273887992,0.434033006,0.821457028,11.44750023,0.0350798,0.0308518,-0.000784221,0.00378597,0.885343015,0.114657,-0.118960999,-0.059711698,0.80964601,0.0648847,-1.819519997,0.725763977,0.105581,-0.0280769,0.232002005
NC,-27.95639992,-16.02549934,-18.24909973,-28.71479988,-16.99309921,-33.12950134,37.23350143,0.0950552,0.512929976,562.9749756,-0.321938008,32.22380066,0.240986004,0.573234022,448.0159912,-0.271266997,0.501272976,0.779098988,10.61750031,0.0288014,0.024326,-0.00142164,-0.00258393,0.851369977,0.148629993,0.105590999,0.052949999,1.197999954,0.084152199,2.060480118,0.838297009,-0.089935802,-0.0575899,0.254658014
RC,-28.23900032,-15.49699974,-18.2541008,-28.71859932,-7.78523016,-19.27400017,20.78700066,0.265092999,0.403923005,150.0529938,-0.424580008,32.21170044,0.202002004,0.548779011,437.6180115,-0.29133901,0.452064991,0.810539007,11.08220005,0.029564099,0.0222455,-0.0022787,0.00141622,0.757234991,0.242764995,-0.062713601,-0.0313887,0.909188986,0.142423004,-2.549550056,0.754019976,0.0475992,-0.105502002,0.365027994
RC,-26.6522007,-12.24050045,-18.24950027,-28.71509933,-2.655940056,-18.13829994,18.33169937,0.110079996,0.146428004,48.17409897,-0.74454999,29.32869911,0.139779001,0.459268004,326.2380066,-0.370550007,0.385307014,0.849449992,8.596770287,0.048170201,0.041819301,0.00155552,-0.00240555,0.870141029,0.129859,0.058442399,0.0292542,1.107509971,0.070834696,1.034340024,0.814640999,-0.050758801,0.038435899,0.216534004
RC,-30.50399971,-16.95910072,-18.49419975,-28.94689941,-8.918029785,-20.83469963,22.66309929,0.241726995,0.428038001,185.8040009,-0.400523007,34.90129852,0.169349998,0.555963993,517.3200073,-0.285376996,0.439814001,0.817991018,9.219449997,0.0180245,0.0133608,2.05E-05,-0.000875623,0.743671,0.256329,0.065997303,0.033044498,1.103500009,0.148954004,1.460090041,0.818427026,-0.049003799,0.00515451,0.315010995
RC,-28.29910088,-16.79750061,-18.49600029,-28.94829941,-7.803919792,-15.59669971,17.44009972,0.570159018,0.500356972,121.7149963,-0.333016008,32.90890121,0.264364988,0.593569994,475.3540039,-0.255044013,0.430794001,0.823386014,9.616669655,0.033347301,0.028353101,0.000856617,-0.00141149,0.851252973,0.148746997,0.046222501,0.0231489,1.08585,0.082063898,0.696289003,0.80853498,-0.039965801,0.0318029,0.25020501
RC,-27.33419991,-16.36380005,-18.36700058,-28.85639954,-10.94029999,-20.30270004,23.06270027,0.415178001,0.53886199,222.1179962,-0.299661994,31.8579998,0.296214014,0.598655999,447.2909851,-0.251051009,0.507983983,0.77461499,11.21290016,0.027148601,0.017643301,-0.000250787,0.00394705,0.66602999,0.33397001,-0.217917994,-0.110289998,0.746372998,0.212519005,-1.626860023,0.675553977,0.145328,-0.0133928,0.440723985
RC,-28.57130051,-16.8348999,-18.36750031,-28.8567009,-11.57240009,-22.2140007,25.04759979,0.317660987,0.520950973,257.0700073,-0.314965993,33.16220093,0.251325995,0.589223981,480.993988,-0.258475989,0.598728001,0.708792984,15.06050014,0.044856898,0.0360661,-0.00363236,0.0054029,0.817394018,0.182605997,-0.147228003,-0.074024104,0.785284996,0.108696997,-2.15647006,0.711511016,0.120338999,-0.101012997,0.321038991
TC,-21.76199913,-13.29780006,-17.52560043,-28.00049973,-3.255980015,-6.082900047,6.899499893,1.37112999,0.535268009,19.80579948,-0.302704006,25.50329971,0.498670995,0.611056983,289.3880005,-0.241420999,0.483310997,0.790863991,10.0333004,0.0495684,0.0412631,-0.00440128,0.00100992,0.83781302,0.162186995,-0.024492901,-0.0122647,0.960897982,0.091459803,-2.935470104,0.773140013,0.0204734,-0.106291004,0.283434004
NC,-28.83839989,-18.8743,-17.76840019,-28.26609993,-21.15719986,-31.07819939,37.59629822,0.369691998,0.680772007,657.5269775,-0.189928994,34.46580124,0.366378993,0.654484987,544.3049927,-0.208835006,0.625346005,0.687431991,14.31260014,0.023246299,0.016163001,0.00144671,-0.00221178,0.704755008,0.295244992,0.138541996,0.069707803,1.217730045,0.180586994,0.97764498,0.854960024,-0.097184896,0.091338098,0.42769599
NC,-27.76639938,-16.61540031,-17.86610031,-28.3647995,-18.43799973,-32.47439957,37.34360123,0.151917994,0.567771971,598.7650146,-0.275696009,32.35800171,0.285008997,0.598399997,461.348999,-0.251251012,0.564742982,0.734640002,14.14820004,0.037617799,0.0295466,-0.00149539,0.00182828,0.787872016,0.212127,-0.0619069,-0.0309861,0.907190025,0.12049,-2.218460083,0.754423022,0.0487216,-0.048682299,0.385906011
NC,-26.48760033,-15.78359985,-18.31290054,-28.8010006,-12.02540016,-22.35040092,25.38010025,0.339643002,0.538039029,268.7720032,-0.300357014,30.83370018,0.313483,0.595885992,418.0710144,-0.253221989,0.515344024,0.769640982,13.49139977,0.039348301,0.032551099,-0.0018153,-0.00224848,0.830787003,0.169212997,0.069966599,0.035055801,1.124420047,0.094779998,2.27376008,0.820429981,-0.057824001,-0.055225801,0.267426014
NC,-29.13269997,-16.55890083,-17.91200066,-28.39909935,-14.78540039,-29.50449944,33.00180054,0.130539,0.501123011,436.2340088,-0.332336009,33.50979996,0.209561005,0.568395972,482.4049988,-0.275187999,0.503723979,0.777467012,10.59689999,0.0196392,0.0150683,0.00105785,0.000499297,0.769935012,0.230065003,-0.032927699,-0.016468801,0.950496018,0.131614998,-0.458566993,0.768930972,0.0254551,0.069906302,0.330819994
NC,-26.40069962,-19.19280052,-18.47330093,-28.99880028,-27.77129936,-34.21910095,44.07030106,0.738901973,0.811573982,950.3079834,-0.104011998,32.63990021,0.639218986,0.726979971,506.7030029,-0.158090994,0.768419981,0.550864995,22.68829918,0.046587799,0.030897301,-0.0012962,-0.00226351,0.666217983,0.333781987,0.076729,0.0385211,1.110129952,0.203365996,0.272991002,0.823867023,-0.0503865,-0.042893201,0.462835997
RC,-25.64450073,-16.9489994,-18.47629929,-29.00099945,-12.73659992,-18.09939957,22.13170052,0.901351988,0.703704,230.526001,-0.173913002,30.73940086,0.475890994,0.660924017,434.6489868,-0.204148993,0.668348014,0.650596023,16.46680069,0.0317045,0.021640901,-0.000125983,-0.00168381,0.685548007,0.314451993,0.077390604,0.038765699,1.112890005,0.188767999,1.695520043,0.824140012,-0.053188901,-0.00586239,0.450863987
TC,-24.3227005,-16.28630066,-18.4654007,-28.99290085,-6.774620056,-8.544429779,10.90429974,1.598029971,0.792869985,57.88529968,-0.115529999,29.27179909,0.543283999,0.66959399,396.1279907,-0.197896004,0.693948984,0.627134025,17.83889961,0.120416999,0.0753626,-0.00620627,-0.018924,0.642327011,0.357672989,0.252608001,0.128581002,1.383960009,0.239648998,1.876360059,0.913214982,-0.160566002,-0.107858002,0.559207022
TC,-22.86000061,-11.60179996,-16.81159973,-27.32119942,-1.832129955,-10.05970001,10.22509956,0.522948027,0.182126001,18.43050003,-0.691866994,25.63549995,0.278540999,0.507514,265.2160034,-0.326687992,0.442476004,0.816384017,14.70629978,0.0506569,0.036738601,-0.00252713,0.00738005,0.745087028,0.254913002,-0.186719999,-0.094768301,0.76235199,0.158496007,-2.011179924,0.691102982,0.138971999,-0.0694407,0.311930001
TC,-24.81940079,-13.84130001,-17.9762001,-28.50130081,-3.602440119,-10.59249973,11.18830013,0.666625977,0.340095013,38.15869904,-0.492431998,28.41799927,0.295724988,0.557678998,343.5329895,-0.283960998,0.545424998,0.748673022,14.09389973,0.0508967,0.039546099,0.00453329,0.000869528,0.782415986,0.217583999,-0.0219285,-0.0109664,0.966440976,0.125503004,-0.19833,0.774432003,0.0171715,0.114192002,0.324429989
TC,-24.28899956,-12.99699974,-17.96759987,-28.49489975,-1.195060015,-7.829080105,7.919769764,0.713415027,0.152643993,9.356240273,-0.735140979,27.54770088,0.276535004,0.53509903,315.6839905,-0.302848011,0.566193998,0.733566999,13.76599979,0.049212899,0.034269001,-0.000699876,-0.00605159,0.708145022,0.291855007,0.176194996,0.0889538,1.285699964,0.179657996,1.721789956,0.874064982,-0.123728998,-0.0200142,0.384364009
TC,-25.78989983,-15.47169971,-17.9647007,-28.49270058,-6.190030098,-11.92570019,13.4364996,0.842819989,0.519051015,73.82039642,-0.316612005,30.07480049,0.340126008,0.599910975,399.0130005,-0.250068992,0.625864029,0.687004983,15.37790012,0.036135901,0.0209121,9.57E-05,-0.00356588,0.589156985,0.410843015,0.165684998,0.083528399,1.221480012,0.267100006,1.650179982,0.868696988,-0.098723598,0.00168993,0.467227995
TC,-22.39780045,-12.51679993,-18.49440002,-29.00909996,0.537329972,-3.519030094,3.559809923,1.128450036,-0.152693003,-1.890879989,-1.360419989,25.65789986,0.372801989,0.558843017,280.348999,-0.283003002,0.562349975,0.736402988,14.0145998,0.033708401,0.023915799,-0.00129213,-0.00204696,0.712136984,0.287862986,0.085665397,0.042914301,1.129649997,0.170952007,2.087790012,0.828284979,-0.060850501,-0.0529457,0.368965
TC,-22.68580055,-12.5401001,-18.05130005,-28.58110046,-0.57783401,-5.513539791,5.543739796,0.971862972,0.104803003,3.185909986,-0.810277998,25.92099953,0.352699995,0.552774012,284.4819946,-0.288017005,0.642202973,0.67335099,17.1746006,0.068166502,0.051577002,-0.00027301,0.00183648,0.758536994,0.241463006,-0.034272201,-0.0171494,0.949522972,0.138716996,-1.052049994,0.768253028,0.026181201,-0.00195687,0.405478001
TC,-22.93309975,-12.65629959,-18.04630089,-28.57740021,-0.739174008,-5.858890057,5.905340195,0.941030025,0.126163006,4.330739975,-0.775942028,26.19370079,0.343109012,0.551878989,290.2470093,-0.288760006,0.539772987,0.752691984,11.92809963,0.0379178,0.0250326,-0.00354239,-0.00570836,0.684167981,0.315831989,0.220017001,0.111423001,1.354789972,0.204601005,2.129869938,0.896346986,-0.150418997,-0.141567007,0.441156
NC,-26.70569992,-15.32400036,-18.95999908,-29.46109962,-13.75199986,-27.97340012,31.17099953,0.145812005,0.491611004,384.6919861,-0.340833008,30.78989983,0.271266013,0.573810995,409.2390137,-0.270799994,0.501941025,0.778654993,11.31000042,0.033344898,0.0272105,0.000670465,0.00060478,0.817169011,0.182831004,-0.0208991,-0.010472,0.968246996,0.101402998,-0.225819007,0.774933994,0.017435299,0.0247503,0.341518998
NC,-27.05859947,-15.45400047,-18.96039963,-29.46139908,-14.00430012,-28.70190048,31.93619919,0.131167993,0.48792401,401.9509888,-0.344154,31.16080093,0.258570999,0.571130991,418.1629944,-0.272967994,0.578772008,0.724155009,14.51430035,0.0233493,0.0160021,-0.00483476,-0.00305258,0.728632987,0.271367013,0.180251002,0.0909499,1.304769993,0.186867997,2.573420048,0.87607199,-0.131394997,-0.294156998,0.38844499
NC,-27.17180061,-17.99069977,-18.03580093,-28.54109955,-23.54450035,-34.11769867,41.4530983,0.322297007,0.690096021,803.2819824,-0.183365002,32.58789825,0.430958986,0.662106991,488.8389893,-0.203291997,0.618167996,0.693293989,16.62940025,0.020310599,0.0117895,0.00448427,-0.001925,0.628190994,0.371809006,0.150253996,0.075569697,1.208760023,0.265812993,0.404206008,0.860819995,-0.094406001,0.364457995,0.509187996
TC,-23.90719986,-11.23460007,-18.4253006,-28.96299934,2.10323,-6.992010117,7.30148983,0.438625008,-0.300805002,-14.70580006,-1.860430002,26.41530037,0.205091,0.469927013,268.5870056,-0.360612005,0.64130801,0.674111009,15.88869953,0.053247701,0.040735699,-0.00503966,0.00333405,0.773775995,0.226224005,-0.082303204,-0.0412516,0.881241024,0.133270994,-2.549309969,0.744180024,0.063649803,-0.122330002,0.31904301
TC,-24.97179985,-15.91289997,-17.67819977,-28.22470093,-5.854149818,-8.654089928,10.44820023,1.376729965,0.676460981,50.66230011,-0.192989007,29.61100006,0.441906005,0.637234986,397.3729858,-0.221570998,0.556945026,0.740359008,13.72550011,0.052689899,0.0414332,0.00830203,0.00159921,0.804040015,0.19596,-0.038982101,-0.019526601,0.941623986,0.119971998,-0.158017993,0.765883029,0.0310349,0.199121997,0.35382399
TC,-27.37520027,-18.1121006,-17.67560005,-28.2227993,-10.67080021,-14.45470047,17.9666996,1.179960012,0.73822403,154.2420044,-0.150600001,32.82450104,0.423758,0.661624014,495.8210144,-0.203641996,0.65042001,0.666324019,15.76379967,0.043886401,0.035070501,0.00129368,0.00280011,0.802166998,0.197833002,-0.079123199,-0.039628599,0.880760014,0.111804999,-1.109899998,0.745791972,0.063522004,0.0363825,0.380881011
TC,-21.83740044,-14.17450047,-17.81209946,-28.36050034,-3.448849916,-4.293660164,5.507279873,1.806089997,0.803242028,14.80819988,-0.109113,26.03429985,0.584941983,0.649093986,309.5339966,-0.212787002,0.626738012,0.686285973,16.2954998,0.040512301,0.029300399,0.000626191,-0.00171845,0.725201011,0.274798989,0.056937698,0.028518301,1.090260029,0.161345005,1.211199999,0.813899994,-0.042442702,0.021725699,0.439420015
TC,-24.68790054,-13.58600044,-18.1753006,-28.70809937,-1.494449973,-7.531189919,7.678030014,0.797625005,0.198434994,11.25500011,-0.668842971,28.17930031,0.288019001,0.550311983,335.4100037,-0.290062994,0.602617979,0.705735028,14.13370037,0.0519352,0.038993899,0.00873998,0.00403231,0.773954988,0.226044998,-0.099943198,-0.05012,0.856945992,0.142271996,-0.438939005,0.735328019,0.077325501,0.220259994,0.389319986
TC,-23.4211998,-14.7116003,-18.60619926,-29.13730049,-4.243199825,-7.293839931,8.438300133,1.325090051,0.581750989,30.94930077,-0.264420986,27.6583004,0.474521995,0.628130972,344.5620117,-0.228403002,0.656809986,0.66078198,17.55890083,0.044081599,0.026671199,-0.00077143,-0.00352975,0.61184001,0.38815999,0.130881995,0.065726198,1.174049973,0.246391997,1.714630008,0.851028979,-0.080028899,-0.025980501,0.462303996
TC,-23.18770027,-13.70030022,-18.8635006,-29.39520073,-3.633179903,-9.012929916,9.71765995,0.898626983,0.403108001,32.74560165,-0.425406992,26.9326992,0.404585987,0.590843976,317.6789856,-0.257194012,0.630524993,0.68315202,16.07279968,0.069522701,0.049311802,-0.00524482,0.0100723,0.728200972,0.271798998,-0.200488001,-0.101314999,0.745679021,0.170675993,-2.029629946,0.684441984,0.145916,-0.101126999,0.38945201
TC,-24.02510071,-15.18050003,-17.96590042,-28.51749992,-5.179049969,-8.102860451,9.616589546,1.351089954,0.639163971,41.96509933,-0.220134005,28.41930008,0.461677015,0.631860971,364.7149963,-0.225594997,0.672042012,0.647287011,17.70859909,0.051481001,0.035326902,-0.00348295,0.00218578,0.687061012,0.312938988,-0.060210999,-0.030153301,0.920737982,0.190101996,-2.612699986,0.755261004,0.041782301,-0.102771997,0.476276994
TC,-23.04789925,-13.9090004,-17.5272007,-28.06100082,-2.571249962,-5.338069916,5.925059795,1.383620024,0.481680989,13.72550011,-0.349817991,26.91959953,0.434713006,0.603480995,320.572998,-0.247286007,0.631026983,0.68273598,15.83110046,0.062809899,0.047692999,-0.0122097,-0.00264934,0.785548985,0.214451,0.050921801,0.025547501,1.089210033,0.137291998,2.946769953,0.81091702,-0.040591002,-0.251051009,0.358990014
RC,-23.59939957,-13.88790035,-17.87439919,-28.43029976,-9.203000069,-17.80579948,20.0435009,0.484901994,0.516852975,163.8670044,-0.318518996,27.38260078,0.386204988,0.588487029,327.7470093,-0.259059995,0.668529987,0.650434017,20.52630043,0.043137901,0.030327599,0.00247151,0.00331704,0.710923016,0.289077014,-0.108482003,-0.0544465,0.858694017,0.174473003,-0.967401981,0.731019974,0.076677501,0.082405902,0.412032992
NC,-26.23349953,-18.58110046,-18.08749962,-28.62280083,-23.30470085,-29.47389984,37.57419968,0.778321028,0.790688992,686.882019,-0.116889,32.1473999,0.586152971,0.708298981,487.447998,-0.170754999,0.711070001,0.610728025,20.28890038,0.040542301,0.029778199,0.00676137,0.00708329,0.772523999,0.227476001,-0.220817998,-0.112008996,0.709380984,0.154113993,-0.782494009,0.673925996,0.171665996,0.225071996,0.458039999
NC,-26.11499977,-16.64430046,-18.99640083,-29.53280067,-18.2371006,-28.91650009,34.18709946,0.315122992,0.630680978,527.3540039,-0.226481006,30.96820068,0.405988008,0.637347996,434.6669922,-0.221487999,0.672734022,0.64666301,18.35230064,0.0486794,0.0311167,-0.00203758,-0.00178457,0.641629994,0.358370006,0.060403202,0.030257201,1.080739975,0.221017003,0.853394985,0.815636992,-0.038137998,-0.065361701,0.53696698
TC,-24.97940063,-12.72350025,-18.08239937,-28.64419937,0.101907998,-7.40571022,7.406410217,0.603018999,-0.0137607,-0.754698992,-1.027909994,28.03310013,0.224582002,0.509359002,317.8250122,-0.325064987,0.452850997,0.810055971,9.445079803,0.0449633,0.033983301,0.00322012,-0.00171195,0.759792984,0.240207002,0.049252301,0.0246471,1.078789949,0.139535993,0.467669994,0.810037971,-0.037689701,0.094255798,0.344139993
TC,-23.4864006,-14.9083004,-18.08639908,-28.64710045,-4.950389862,-7.62635994,9.092180252,1.402619958,0.64911598,37.75350189,-0.212770998,27.81850052,0.487333,0.634761989,350.1409912,-0.223418996,0.563610017,0.735475004,15.11130047,0.0374212,0.0270015,-0.0034103,-0.00242166,0.730015993,0.269984007,0.088788502,0.0444845,1.138700008,0.162147,2.518249989,0.829852998,-0.064814501,-0.126943007,0.426557988
RC,-28.76119995,-18.77799988,-17.54879951,-28.1243,-20.93219948,-30.66040039,37.12440109,0.384860009,0.682709992,641.789978,-0.188558996,34.3484993,0.364915013,0.652891994,540.0759888,-0.209999993,0.577889979,0.724821985,13.14949989,0.033680901,0.025754301,0.00246121,-0.00152275,0.76958102,0.230418995,0.0595893,0.0298375,1.09739995,0.133503005,0.54392302,0.815221012,-0.046043999,0.095091298,0.387181014
TC,-24.51119995,-13.55679989,-17.48859978,-28.06209946,-2.389960051,-8.251859665,8.590990067,0.823643029,0.289626986,19.72159958,-0.550836027,28.01049995,0.297224998,0.553085983,332.2940063,-0.287759006,0.560976028,0.737411976,13.06620026,0.049183302,0.0350997,0.0019449,0.00212521,0.716117024,0.283883005,-0.060247701,-0.0301538,0.917282999,0.167164996,-0.828218997,0.755253971,0.0431972,0.0555318,0.396546006
RC,-24.22550011,-14.44519997,-17.5510006,-28.12590027,-8.131819725,-15.10949993,17.15870094,0.668210983,0.538194001,122.8669968,-0.300226003,28.20529938,0.380715013,0.596283019,349.9429932,-0.252911001,0.509247005,0.773765981,11.59430027,0.054316901,0.041489799,0.00687728,0.00143394,0.775143027,0.224857002,-0.033968199,-0.0169964,0.949253023,0.133881003,-0.190367997,0.768405974,0.0263799,0.164151996,0.36125499
RC,-26.87229919,-14.50209999,-18.00110054,-28.59429932,-6.738100052,-17.86000061,19.08880043,0.286783993,0.37727201,120.3430023,-0.452145994,30.53569984,0.219070002,0.539668024,389.7049866,-0.298981011,0.486831009,0.788585007,11.56429958,0.0342509,0.028007699,-0.00398102,-0.00101062,0.827135026,0.172865003,0.0369117,0.018469701,1.063560009,0.101057999,2.371900082,0.803862989,-0.030377001,-0.144295007,0.28143099
RC,-28.18420029,-16.88150024,-17.0067997,-27.60700035,-8.737179756,-15.46140003,17.75930023,0.701318979,0.565095007,135.0890045,-0.277877986,32.85329819,0.275898993,0.598969996,475.7929993,-0.250804991,0.511098981,0.772517025,11.76679993,0.029183,0.021486299,-7.20E-05,-0.00229904,0.740737975,0.259261996,0.104713999,0.052542999,1.170750022,0.152173996,1.597939968,0.837879002,-0.077959903,-0.00365038,0.356453001
TC,-24.67770004,-15.32549953,-17.00499916,-27.60569954,-5.747300148,-9.006699562,10.68420029,1.282850027,0.638113976,51.7641983,-0.220916003,29.04929924,0.416042,0.621025026,378.197998,-0.233787999,0.539722025,0.752727985,13.74370003,0.037023298,0.028780401,-0.00236419,0.000846165,0.780704975,0.219294995,-0.026320901,-0.0131767,0.961014986,0.125529006,-0.676355004,0.772226989,0.0206971,-0.079775199,0.318807006
TC,-25.49510002,-13.85840034,-19.68799973,-30.04170036,-2.585489988,-11.67230034,11.95530033,0.43937999,0.221506,30.17869949,-0.637323976,29.01819992,0.256785005,0.543569982,353.3210144,-0.295697987,0.450477004,0.811513007,9.91726017,0.036693498,0.0307294,-0.00150587,-0.0010069,0.839134991,0.160864994,0.0335848,0.0168008,1.058500051,0.088475898,2.582870007,0.802196026,-0.028212801,-0.049586002,0.254332989
TC,-25.82099915,-15.46520042,-19.8409996,-30.21489906,-5.252810001,-12.01210022,13.1104002,0.696662009,0.437292993,63.09740067,-0.391505003,30.09819984,0.337446004,0.598940015,399.3280029,-0.250829011,0.420727998,0.82931602,10.32999992,0.0420781,0.0334302,0.00332442,0.000646136,0.798668027,0.201332003,-0.0194967,-0.0097494,0.969558001,0.114582002,-0.205127001,0.775649011,0.0155186,0.098854102,0.267816007
TC,-26.28910065,-12.82649994,-19.10650063,-29.48089981,-1.497539997,-13.78479958,13.86600018,0.223054007,0.108636998,20.64340019,-0.804017007,29.25130081,0.172451004,0.487902999,337.197998,-0.344173014,0.443717986,0.815631986,9.832550049,0.047903098,0.040190399,7.81E-05,-0.00110252,0.838721991,0.161277995,0.027647899,0.0138293,1.048030019,0.088245802,1.321730018,0.799225986,-0.0232624,-0.000355238,0.269479007
