FID,VVresidue,VHresidue,span,ratio,product,rvi,B2,B3,B4,B8,B12,NDRI,NDTI,NDI7,STI
165,-58.23868974,-97.21418857,113.3240638,0.599076026,5661.626966,0.625361136,703,1094,1616,2437,3004,-0.300432891,0.071262948,-0.104208782,1.153462052
166,-17.01426855,-14.34911952,22.25719131,1.185736068,244.1397729,0.45751178,841,1294,2004,3137,2732,-0.153716221,0.164398223,0.069006644,1.393484592
167,-3.780808955,-10.8505911,11.490424,0.348442672,41.02401201,0.741596229,834,1308,2016,3121,2633,-0.132716715,0.161598474,0.08481057,1.385491848
168,-6.352731823,-36.07406485,36.62915992,0.176102467,229.1688597,0.850266051,654,1116,1738,2906,2564,-0.192003712,0.159895152,0.062522851,1.380655169
169,-0.698169461,1.630429546,1.77362372,-0.428211978,-1.138316117,1.748899875,1088,1682,2526,3779,2866,-0.06305638,0.165040061,0.137396544,1.395324469
170,3.790814144,-9.565499457,10.28926877,-0.396300701,-36.26103063,1.656453805,1090,1637,2509,3723.5,2802.5,-0.055258349,0.178393021,0.141123757,1.434254527
171,-22.34575042,-29.37383222,36.90737841,0.76073664,656.3803237,0.567944108,661,1116,1798,3044,2769,-0.212612212,0.158742219,0.04730776,1.37739253
172,1.272868715,1.811887698,2.21430165,0.702509717,2.306295166,0.58736816,1134,1748,2592,3819,2838,-0.045303866,0.179768786,0.147363678,1.438336849
173,-4.603939311,-3.651464869,5.876176722,1.260847215,16.81112265,0.442312065,1011.5,1517,2415,3574,2707,-0.05509175,0.173172638,0.13920404,1.418884635
174,-11.24931517,-4.229746459,12.01822977,2.659571981,47.58175101,0.273256,888,1387,2164,3237,2821.5,-0.131223634,0.149142191,0.068581425,1.35056901
175,1.144798418,-12.47704718,12.52945609,-0.091752351,-14.28370388,1.101021293,997,1545,2348,3582,2597.5,-0.050449852,0.164092302,0.159316614,1.392608881
176,-2.951079217,-15.77975287,16.05333203,0.187016821,46.56730074,0.842448045,832,1369,2162,3260,2766,-0.122563489,0.157671347,0.081979021,1.374371052
177,-2.873993596,-3.17662827,4.283784116,0.90473085,9.129609303,0.525008559,769,1281,2037,3267,2568,-0.115310311,0.179946005,0.119793802,1.438863993
178,-3.495622322,-13.53355624,13.97771512,0.258292962,47.30820128,0.794727484,965,1400,2082,3010,2809,-0.148640364,0.13315846,0.034542017,1.307226777
179,-49.43290866,-78.11772685,92.44453314,0.632800142,3861.586456,0.612444827,495,880,1354,2224,2462,-0.290356398,0.150888085,-0.050789587,1.355402112
180,-28.81560055,-65.5852836,71.63636129,0.439360768,1889.879334,0.694752853,848.5,1308,1888,2850,3432,-0.290042788,0.055030022,-0.092646562,1.116469383
181,-33.98730416,-56.2796645,65.74600733,0.603900262,1912.794075,0.623480165,625,980,1578,2406,2682,-0.259154916,0.140660048,-0.054245282,1.327367663
182,3.123700159,-4.569305257,5.534984482,-0.683626937,-14.27313956,3.160825362,1282,1920,2934,4361,2762,0.030196629,0.19204329,0.224484071,1.475380182
183,-21.14574627,-52.89309553,56.96334032,0.399782733,1118.463978,0.714396582,623,1052,1686,2618,2843,-0.255464792,0.107798524,-0.041201245,1.241646171
184,-62.60028979,-56.94866892,84.62828826,1.099240614,3565.003178,0.476362735,595,1001,1547,2404,2791,-0.286768764,0.110367343,-0.074494675,1.248118877
185,-141.4378027,-184.2992984,232.3163434,0.767435383,26066.88781,0.565791547,122,375,587,1047,1220,-0.350304365,0.162375554,-0.076312304,1.387704968
186,-2.358492497,-8.600713417,8.918226177,0.274220565,20.28471806,0.784793486,996,1560,2402,3662,2782,-0.07330247,0.18607372,0.13656114,1.457224965
187,-6.638642577,-19.31905735,20.42786216,0.343631806,128.2523167,0.744251509,714,1234,1924,3151,2743,-0.175487459,0.159620091,0.069222942,1.379876018
188,-13.69238368,-27.44568796,30.67160182,0.498890161,375.7968898,0.667160294,734,1144,1766,2802,2702,-0.209489703,0.144124165,0.018168604,1.336787581
189,-1.983586475,-9.516460835,9.720989771,0.208437413,18.876723,0.827514929,1124,1618,2446,3604,2766,-0.061396778,0.171111777,0.131554157,1.412870526
190,-3.756448378,-9.160000738,9.900329183,0.410092585,34.40906992,0.709173292,833.5,1312,2065,3216.5,2678,-0.129243672,0.171024904,0.091350451,1.412618637
191,-16.11804482,-16.01780006,22.72358439,1.006258335,258.1756193,0.498440297,734.5,1218,1841,2873,2554,-0.162223414,0.142445877,0.058752034,1.332215667
192,-13.18051277,-15.49377456,20.34165595,0.850697338,204.2158934,0.540336866,735,1126,1812,2788,2448,-0.149295777,0.170731708,0.064935066,1.411764741
193,-1.84072297,-6.350418201,6.611813093,0.289858543,11.68936065,0.775278813,1170,1701,2541,3850.5,2904.5,-0.066988491,0.175495312,0.139909565,1.425704241
194,-46.68498491,-118.0602597,126.9555542,0.395433527,5511.641443,0.716623172,529,973,1478,2245,2832,-0.314153135,0.072235875,-0.115619458,1.155720353
195,-29.65500724,-39.66578976,49.52569365,0.747621752,1176.289283,0.572206199,614,985.5,1502,2319,2515,-0.253740817,0.071600258,-0.039585978,1.154244423
196,-17.29212325,-26.64326082,31.76288516,0.649024283,460.7185499,0.606419208,703,1142,1825,2829.5,2586,-0.173712298,0.142547458,0.04496374,1.332490921
197,-1.018922039,-21.68684787,21.71077089,0.046983409,22.09720726,0.955124973,860.5,1270,1903,2935.5,2618.5,-0.157779679,0.153659716,0.056973461,1.363116026
198,-7.993349296,-17.11621474,18.89069718,0.467004499,136.8158831,0.681661168,782,1272,1980,3016,2914,-0.190845937,0.149445415,0.017200675,1.351407051
199,1.93584823,-7.419737752,7.668116893,-0.260905209,-14.36348619,1.353006424,865,1400,2146,3282,2613,-0.098129861,0.16303651,0.113486007,1.389590502
200,-25.30209321,-36.51044513,44.42081184,0.693009716,923.7906857,0.590664064,694,1108,1768,2729,2644,-0.198549405,0.12652792,0.01581984,1.289712548
201,-21.23522844,-21.65265142,30.32774704,0.980721854,459.7989992,0.504866444,585,1016,1448,2292,2369,-0.241288975,0.167603657,-0.016520061,1.402701616
202,-0.410596336,-1.973513291,2.015773812,0.208053494,0.810317325,0.827777913,1066,1586,2332,3519,2843,-0.09874396,0.148037165,0.106255896,1.347520232
203,-51.63376492,-52.99977089,73.9933875,0.974226191,2736.577711,0.506527572,502,866,1366,2192,2476,-0.288912028,0.121674351,-0.060839761,1.277059793
204,-9.210534654,-36.65131228,37.79090685,0.251301634,337.5781819,0.799167821,702,1192,1832,2886.5,2763,-0.202611551,0.137102485,0.021861281,1.317772865
205,-25.83421461,-71.50618701,76.02987193,0.361286424,1847.306181,0.73459926,625.5,1021,1574,2444,2693.5,-0.26233077,0.127963409,-0.048567884,1.293482304
206,1.545695604,-20.1014299,20.1607703,-0.076894809,-31.07069183,1.083300158,844,1350,2101,3258,2652.5,-0.116067789,0.155254617,0.102425262,1.367577314
207,-12.7908066,-14.82791471,19.5824357,0.862616683,189.6609893,0.536879117,667,1050,1678,2608,2409,-0.1788598,0.17002584,0.03966514,1.409713626
208,-18.89673069,-33.27744398,38.26845579,0.56785403,628.8348968,0.637814478,809,1328,2009,3062,3084,-0.211073458,0.117661461,-0.003577427,1.266706586
209,-9.91247313,-45.76372286,46.82494478,0.216601109,453.6316732,0.821962098,879.5,1326,2086,3235.5,3220,-0.213719338,0.12183737,0.002397211,1.277482748
210,-4.854007525,-10.70661047,11.75554749,0.453365473,51.9699678,0.688058178,828,1240,1910,2938,2497,-0.133197188,0.152553871,0.081140757,1.360032082
211,-22.50931921,-36.88455338,43.21041228,0.610264112,830.2461861,0.621016138,856.5,1298,1922,2882,3027.5,-0.223241299,0.089529812,-0.024704617,1.196667314
212,-0.958463489,-10.88246356,10.92458994,0.088074128,10.43044399,0.91905503,867,1359,2136,3272,2799.5,-0.134436741,0.160884351,0.077819064,1.383461833
213,-24.39585972,-26.65335886,36.13252704,0.915301514,650.2316039,0.522111006,792.5,1132,1645,2532.5,2643,-0.233197689,0.104739092,-0.021627696,1.233997107
214,2.930073258,-5.454513718,6.19169195,-0.537183223,-15.98212478,2.16068226,1010,1541,2392,3843,2685,-0.057456061,0.184571847,0.177384302,1.45269978
215,-29.87165889,-70.68870222,76.74117947,0.422580383,2111.5888,0.702947975,682,1097,1673,2563,2920.5,-0.272054076,0.106402405,-0.064995185,1.238143921
216,-13.61589537,-50.37279907,52.18056624,0.270302537,685.8707616,0.787214046,607,1007,1656,2681,2700,-0.239669427,0.135585085,-0.003530942,1.313703656
217,-2.355325029,-4.099512416,4.727954953,0.574537845,9.6556842,0.635106995,1072,1724,2728,4055,2838.5,-0.019849937,0.197143734,0.176471308,1.491106272
218,0.962734369,-4.844491976,4.939226657,-0.198727622,-4.663958923,1.248015066,916,1462,2232,3316,2672,-0.089722678,0.14918007,0.107548431,1.350673676
219,-4.315601815,-11.80223417,12.56650907,0.365659735,50.93374318,0.732246821,1064,1651,2546,3884,2879.5,-0.061746895,0.185467839,0.147541001,1.455397248
220,-18.30139429,-31.96526888,36.83367274,0.572539976,585.0089893,0.635913881,726.5,1082,1728,2802,2746,-0.227537856,0.126103237,0.010093213,1.288601637
221,-22.82757019,-68.66495807,72.36003335,0.332448615,1567.45415,0.750497985,564,924,1458,2214,2402,-0.244559586,0.126704231,-0.040727902,1.290174842
222,-26.56923273,-53.57801184,59.80407578,0.495898071,1423.526666,0.668494745,661,1070,1648,2492,2738,-0.248518005,0.125937745,-0.047036327,1.288166523
223,-32.92566701,-90.52306791,96.3251025,0.363726813,2980.532391,0.733284695,766,1186,1800,2725,3219,-0.282725692,0.066617854,-0.083115138,1.142745137
224,-28.05811321,-54.5218247,61.31791814,0.514621683,1529.77953,0.660230875,630,1021,1606,2410,2722,-0.257855833,0.100611269,-0.060795013,1.223732591
225,-8.444870323,-24.47291853,25.88898561,0.345070013,206.6706234,0.743455724,626,1028,1676,2809,2525,-0.202094734,0.180593863,0.053243343,1.440792084
226,-30.54469144,-60.19023367,67.49698071,0.507469228,1838.492115,0.663363458,739,1111,1728,2721,3061.5,-0.278420538,0.102791771,-0.05888804,1.229137063
227,-2.230832852,-4.794574091,5.288152412,0.465282799,10.69589339,0.682462116,1023.5,1621,2436,3609.5,2827,-0.074294537,0.173029006,0.121571146,1.418464541
228,3.013923889,-0.201367644,3.020643332,-14.96726999,-0.606906751,-0.071595953,974,1863,3111,4048,2367.5,0.136442766,0.129106611,0.262535006,1.296511173
229,-0.251907873,-15.24362523,15.24570653,0.016525457,3.839989203,0.983743194,1019.5,1526,2235,3262,2576,-0.070879541,0.163772345,0.117506817,1.391693234
230,-7.97814248,-16.18204423,18.04187665,0.49302439,129.1026545,0.669781423,838,1334,1994,3153,2607,-0.133231908,0.153708816,0.094791666,1.363252759
231,-6.063364315,-14.41220945,15.63573369,0.420710255,87.3864765,0.703873289,885,1396,2170,3745,2657,-0.100890823,0.201502636,0.169946894,1.504704595
232,-11.00330892,-24.18684447,26.57209537,0.454929494,266.1353214,0.687318529,907,1352,2014,3035,2825,-0.167581066,0.116358794,0.035834845,1.263362527
233,-45.50330139,-112.8383091,121.6677214,0.403261107,5134.515586,0.712625751,503,891,1410,2190,2744,-0.321136266,0.076094277,-0.112282127,1.164723039
234,-14.79067409,-27.05789864,30.83656789,0.546630553,400.2045604,0.646566821,793,1281,1992,3094,2852,-0.17753835,0.1422562,0.040700365,1.331699252
235,-86.13997473,-125.4588661,152.1841724,0.686599341,10807.02355,0.592909042,891.5,1379,1995,3122,3814.5,-0.313200951,0.064328291,-0.099841684,1.137501955
236,-9.820849321,-23.05928083,25.0635096,0.425895733,226.4617224,0.701313551,586,1052,1742,2718,2601,-0.19778955,0.145532191,0.021996615,1.340638161
237,-4.318751187,-7.265783779,8.452409463,0.594395776,31.37911232,0.627196845,1237,1827,2717,4002,2903,-0.033096373,0.163099304,0.159158394,1.389773011
238,-12.12172411,-18.0388828,21.73332667,0.671977541,218.6623605,0.598094158,915,1433,2143,3217,2882,-0.146805018,0.128318191,0.055588689,1.294415355
239,-2.553987898,-16.19425465,16.39441179,0.157709506,41.3599304,0.863774544,778.5,1321,2092,3186.5,2747.5,-0.135447651,0.163304314,0.07398057,1.390355706
240,-52.9259676,-76.60253518,93.10803641,0.690916658,4054.263296,0.591395203,769,1096,1672,2744,2973,-0.2800861,0.108545728,-0.040055972,1.243525028
241,-21.2209111,-43.07885317,48.02202264,0.492606222,914.1725133,0.669969069,545,816,1382,2220,2278,-0.244808748,0.114824168,-0.01289462,1.259438157
242,-46.70024585,-116.9534274,125.9325897,0.399306347,5461.753814,0.714639794,662,1037.5,1579,2355,3022,-0.313629806,0.065694414,-0.124044642,1.140628815
243,-36.85388126,-71.81009144,80.71491681,0.513213123,2646.480583,0.660845445,661,1040,1672,2482,2963,-0.278532892,0.100895159,-0.088337928,1.224434733
244,-15.50766254,-16.66255035,22.76242917,0.930689613,258.3972078,0.517949645,625,1023,1674,2645,2416,-0.181418091,0.156277284,0.045247976,1.37044704
245,-2.628998213,-13.89137894,14.13796451,0.189253941,36.52041042,0.840863305,838,1318,2030,3178,2799,-0.159246221,0.153101355,0.063409738,1.361557722
246,-19.40300923,-34.23869509,39.35435184,0.566698269,664.333717,0.638284997,829.5,1317,1927,2915,2865.5,-0.195907295,0.109263286,0.008831543,1.245333076
247,-19.3827634,-31.73374446,37.18497081,0.610793454,615.0876605,0.620812058,709,1178,1716,2788,2774,-0.235634744,0.128632009,0.00251708,1.295241475
248,-13.74173774,-22.82918277,26.64595546,0.601937348,313.7126425,0.624244139,1077,1675,2452,3530,3386.5,-0.160057336,0.121817254,0.020749841,1.277433634
249,-14.6388007,-22.84055943,27.12905529,0.640912529,334.3583974,0.609417006,798.5,1255,1868,2827,2740,-0.189150169,0.15943791,0.015718432,1.379361033
250,2.000631725,-6.04756728,6.369897747,-0.330815952,-12.09895496,1.494357199,905,1354,2202,3305,2570,-0.077116512,0.166936785,0.125106379,1.400778174
251,-2.582594311,-5.548339561,6.119956311,0.465471567,14.32911018,0.682374208,832,1354,2136,3362,2617,-0.101199239,0.165098101,0.12460278,1.395491004
252,-1.147252943,-8.440259632,8.517873676,0.135926262,9.683112699,0.880338833,948,1374,2185,3172,2769,-0.117523842,0.154435158,0.068189934,1.365285397
253,-40.57805023,-76.03809875,86.18799581,0.533654193,3085.47779,0.65203747,360.5,659.5,958,1645,1643.5,-0.263551652,0.140575543,7.28E-04,1.327138782
254,-20.20726387,-27.39886661,34.0445503,0.737521889,553.6561275,0.575532318,829.5,1290,1980,3130,2898,-0.188197002,0.101533651,0.038161222,1.226017237
255,-7.723955689,-14.12886363,16.10230663,0.546679188,109.1307166,0.64654649,724.5,1252,1895,2893,2820,-0.196436778,0.118196338,0.012773034,1.268079519
256,-11.91846347,-17.46398525,21.14333352,0.682459547,208.1438703,0.594367931,784,1252,1896,2865,2630,-0.162174106,0.150791094,0.04276615,1.355133057
257,-9.871970923,-10.5621362,14.45733485,0.934656658,104.2691015,0.516887581,991,1410,2024,2868,2731,-0.148685589,0.093443982,0.024468655,1.206151605
258,-21.96021541,-30.57518977,37.64429957,0.718236438,671.4377536,0.581992081,583,896.5,1556,2324.5,2631.5,-0.257012993,0.103107758,-0.061755802,1.229922295
259,-8.103280673,-19.73547208,21.33429202,0.410594722,159.9220695,0.708920843,747,1200,1820,2810,2543,-0.165711671,0.156969994,0.049878571,1.3723948
260,-6.56062659,-21.64218286,22.6147275,0.303140706,141.9862803,0.767376842,761.5,1117,1956,3128,2502.5,-0.123320334,0.172856763,0.110740922,1.417963505
261,-11.41178776,-7.911273386,13.88586139,1.442471673,90.28177278,0.40942133,1094,1684,2505,3704,3091,-0.10471797,0.157019153,0.09021268,1.372533202
262,-344.4726366,-444.4481172,562.3126588,0.775057028,153100.2148,0.563362182,503,838,1266,1947,2812,-0.379107416,0.109844886,-0.181760877,1.246799469
263,-18.05643269,-30.33289976,35.30041883,0.59527552,547.7039629,0.626850965,851.5,1390,2106,3273,3004,-0.175741419,0.149611086,0.042846356,1.35186708
264,-9.62952942,-30.30954055,31.80245407,0.317706215,291.8666124,0.7588945,815,1280,1969,2936.5,2895,-0.190376773,0.122195818,0.007117784,1.2784127
265,-29.92952171,-59.69372166,66.77661773,0.50138475,1786.604538,0.66605179,677,1066,1631,2472.5,2878.5,-0.276652515,0.086769603,-0.075873889,1.19002986
266,-1.829094686,-1.689587314,2.490038687,1.082568903,3.090415177,0.480176189,1273,1852,2777,4116,2848.5,-0.011567927,0.18578884,0.183098316,1.456365228
267,-13.11775816,-28.9987804,31.82773703,0.452355512,380.3989884,0.688536651,940,1429,2161,3304.5,2953.5,-0.154953256,0.09692654,0.056081917,1.214659452
268,-0.002128864,-12.2782511,12.27825128,1.73E-04,0.026138726,0.999826645,776,1324,2104,3309,2532,-0.092320964,0.181377307,0.133025169,1.44312799
269,-5.811283622,-15.01882267,16.10391417,0.386933367,87.2786382,0.721015172,832,1336,2034,2846,2779,-0.15478912,0.122236259,0.011911111,1.278517485
270,-25.70095024,-41.09638599,48.47114383,0.625382248,1056.216171,0.615239893,735.5,1116,1573,2489,2558,-0.238439694,0.097787805,-0.013684583,1.216774344
271,-11.44761092,-20.1067396,23.13717297,0.569341979,230.1741318,0.637209744,813,1310,2046,3204,2940,-0.179302052,0.139596134,0.04296875,1.324489832
272,-0.36623818,-4.929988311,4.943573116,0.074287839,1.805549947,0.930849222,1001,1560,2360,3547,2754,-0.077043407,0.168478265,0.125853032,1.405228734
273,-3.158385337,-5.568547446,6.401883988,0.56718298,17.5876186,0.638087583,947,1452,2244,3251,2780.5,-0.10704726,0.127569064,0.077952467,1.292459846
274,-13.06574619,-29.89750231,32.62781586,0.437017984,390.633177,0.695885515,752,1110,1750,2806,2568,-0.18943955,0.128753185,0.044287309,1.295560718
275,-6.121087552,-28.03538319,28.69582589,0.218334364,171.6070351,0.820792739,906.5,1347,2107,3218,2935.5,-0.164306775,0.130865008,0.045899857,1.301139116
276,-25.14800891,-48.26535781,54.42395719,0.521036413,1213.777648,0.657446456,608,836,1366,2847,2305,-0.255788624,0.185224459,0.105201863,1.454663754
277,-22.51318352,-55.45878941,59.85416238,0.405944373,1248.553904,0.711265694,714,1169,1749,2820,2959.5,-0.257165223,0.0871782,-0.024135392,1.19100821
278,-31.8719793,-46.16217661,56.09607485,0.690434933,1471.279937,0.591563733,650,1108,1656,2644,2863,-0.267094493,0.11375948,-0.039767567,1.256723762
279,-1.408152544,-15.51623808,15.58000442,0.090753476,21.84923013,0.916797445,968,1350,2004,2938,2683,-0.144868791,0.115834571,0.045365594,1.262020111
280,-4.967790669,-18.35696041,19.01728002,0.270621637,91.19353662,0.787016348,855,1269,2077,3052,2828,-0.152959958,0.147592649,0.038005877,1.346296072
281,-1.167781066,-4.400032599,4.552361968,0.265402821,5.13827476,0.790262186,982.5,1523,2424,3763,2719,-0.057360586,0.199411929,0.16105172,1.498164773
282,-8.550764065,-13.62030641,16.08192504,0.627795279,116.4640266,0.614327866,667.5,1101,1722,2727,2350,-0.154223159,0.15928708,0.074248292,1.378934026
283,-1.573981449,-7.922032483,8.076881592,0.198684044,12.46913217,0.834248195,934.5,1453,2287,3400,2675,-0.078194156,0.18183215,0.119340055,1.44448626
284,-14.52021332,-28.9584902,32.39491858,0.501414722,420.4834552,0.666038494,575,1042,1620,2533,2479,-0.209563315,0.128340364,0.010774142,1.294473529
285,-17.38443265,-33.66770713,37.89106757,0.516353329,585.2939869,0.659476905,633,1056,1738,2811,2638,-0.205667272,0.152858064,0.031748943,1.360879421
286,-5.368295563,-25.53652953,26.09469175,0.210220248,137.0876382,0.826295876,697,1114,1788,2834,2610,-0.186903134,0.151633352,0.041146215,1.357471228
287,-4.709107625,-10.5124654,11.51901139,0.447954637,49.50433097,0.690629371,1080,1572,2221,3490,2696.5,-0.096924134,0.163527057,0.128315151,1.390998721
288,-2.61344384,-1.11476655,2.84126612,2.34438667,2.913379774,0.299008488,1094,1666,2534,4147,2628,-0.018209996,0.207000598,0.224206641,1.52207005
289,-0.423152608,-12.99361983,13.00050824,0.032566184,5.498284125,0.968460924,892,1444,2138,3169,2625,-0.102246486,0.152952567,0.093890235,1.361142874
290,-40.57148524,-63.56445029,75.40878434,0.638273202,2578.904157,0.610398802,588,980,1494,2348,2545,-0.260212928,0.111382678,-0.040261596,1.250687599
291,-5.224089861,-22.70551611,23.29874625,0.230080208,118.6156565,0.812955118,744,1167,1740,2627,2556,-0.189939588,0.134658486,0.014261371,1.311226368
292,-1.060313092,-6.415857108,6.502882921,0.165264449,6.802817287,0.858174297,962,1566,2432,3620,2918,-0.090841122,0.144657776,0.107372284,1.338245392
293,0.445990219,-7.027087379,7.041226051,-0.063467294,-3.134012242,1.067768369,930.5,1439,2266,3284,2753.5,-0.097121216,0.143279359,0.087865882,1.334483504
294,-3.335233788,-8.669072939,9.288520337,0.384727849,28.91338498,0.722163565,999,1538,2362,3515,2919,-0.105472445,0.159999996,0.09263289,1.380952358
295,-33.38214585,-36.57037822,49.51525245,0.912819267,1220.7977,0.522788544,653,1046,1644,2586,2607,-0.226534933,0.125461251,-0.004043905,1.286919832
296,1.349479143,4.397215197,4.599629925,0.306894041,5.933950195,0.765172974,946,1439,2178,3215,2521.5,-0.073093608,0.155275539,0.120891377,1.367637277
297,-6.110427247,-17.45649925,18.49504493,0.350037379,106.6666686,0.740720231,885,1370,2118,3220,2720,-0.12443158,0.151590765,0.084175088,1.357352972
298,-105.5994348,-199.7253106,225.9235276,0.528723348,21090.87992,0.654140595,551,935,1404,2186,2876,-0.343925238,0.08741869,-0.136309758,1.191585541
299,-7.864444157,-21.04661858,22.4679691,0.373667824,165.5199565,0.727978033,752.5,1162,1918,3014,2617,-0.154389873,0.178860173,0.069924735,1.435638905
300,-6.748273129,-9.801195245,11.89968985,0.688515325,66.1411425,0.592236259,1001,1506,2244,3384,2669,-0.08650519,0.162009418,0.118123248,1.386661649
301,1.253635279,-3.42880718,3.650797185,-0.365618483,-4.298473645,1.576338486,800,1316,2136,3474,2808,-0.135922328,0.163040236,0.106017195,1.389601111
302,-1.865140015,-6.914362572,7.161505222,0.269748657,12.89625431,0.787557439,991,1532,2334,3400,2739.5,-0.079925731,0.164722979,0.107581317,1.394415498
303,-5.375841286,-21.64297769,22.30063122,0.248387323,116.349213,0.801033447,688,1180,1836,2928,2560,-0.164695174,0.164081633,0.067055397,1.392578125
304,-11.81943778,-15.41837358,19.42743815,0.76658136,182.2365071,0.566065069,865,1239,1965,3118.5,2760,-0.168738291,0.155950949,0.060735095,1.369542241
305,-116.905533,-191.2285567,224.1322479,0.611339305,22355.67635,0.620601755,467,741,1218,1955.5,2518.5,-0.348067194,0.124684788,-0.125841379,1.284892082
306,1.559517449,-4.985878619,5.22408655,-0.312786886,-7.775564708,1.455152674,1062,1600,2354,3376,2733,-0.074503638,0.150846675,0.105254546,1.355287194
307,-5.882302581,-19.39654438,20.26887805,0.303265492,114.0963431,0.767303367,880,1398,2093,3094,2830.5,-0.149792567,0.138355166,0.044470143,1.321142673
308,-43.03315283,-99.30642021,108.2294661,0.433337067,4273.468358,0.697672601,448.5,833,1364,2065.5,2532,-0.299802244,0.099733382,-0.101469487,1.221564174
309,-38.8047563,-69.21281989,79.34874636,0.560658507,2685.786609,0.640755165,611,1001,1604,2344,2794,-0.27057755,0.10477411,-0.087582715,1.234073043
310,-17.13633195,-33.39527969,37.53529776,0.513136351,572.2725983,0.660878975,689,1104,1632,2737,2693,-0.245318979,0.107020974,0.008102828,1.239695549
311,-13.9838321,-15.42852762,20.82275258,0.906362061,215.7499398,0.524559327,647,890,1567,2420,2268,-0.182790086,0.122969836,0.032423209,1.280423284
312,-9.918945532,-15.67315384,18.54813284,0.632862131,155.4611593,0.612421576,744.5,1225,1868,2966,2545,-0.15340969,0.148258954,0.076387949,1.348131895
313,-2.060520228,-9.350950812,9.575281964,0.220354087,19.2678233,0.819434302,862,1304,2020,3129,2620,-0.12931034,0.162805557,0.088537134,1.388931274
314,-3.516733877,-7.899075331,8.646548921,0.445208297,27.77894581,0.691941779,912,1436,2256,3591.5,2700,-0.08958853,0.160578132,0.141693369,1.38259232
315,-20.85539016,-25.33459629,32.81446431,0.823198046,528.3628903,0.548486766,890,1315,1919,2961,2816,-0.1897825,0.125445947,0.024744144,1.286880732
316,-3.034073666,-8.950568285,9.450834652,0.33898112,27.15668352,0.74683652,898,1396,2227,3439,2870,-0.126152635,0.145706207,0.090188622,1.341114998
317,-22.19574586,-41.82480978,47.34940177,0.530683725,928.3328487,0.653302824,722,1148,1744,2612,2766,-0.226607546,0.119949095,-0.02863518,1.272595763
318,-115.6103998,-192.7844033,224.792328,0.599687515,22287.88195,0.625122088,646,1048,1488,2270,3119,-0.354026467,0.049375191,-0.157543138,1.103879452
319,-45.02671067,-68.60899264,82.06459983,0.656280014,3089.237261,0.603762644,507,865,1344,2182,2415,-0.284916192,0.110333398,-0.050685231,1.248033166
320,-6.103717954,-4.534277085,7.603620292,1.346128134,27.67594845,0.426234179,955.5,1498,2316,3584,2912.5,-0.114086188,0.158176228,0.103360258,1.375794411
321,-12.55882822,-37.45478789,39.50424411,0.33530635,470.3882472,0.748891818,747,1192,1975,3408,2964,-0.200163007,0.156286269,0.069680087,1.370473981
322,0.067933833,-6.897933949,6.898268462,-0.009848432,-0.468603092,1.009946388,959,1494,2400,3738,2787,-0.0746096,0.175077692,0.145747125,1.424470782
323,-50.82798531,-93.3711737,106.3092666,0.544364854,4745.868646,0.647515383,443,786,1149,1840,2181,-0.30990991,0.113054089,-0.084804773,1.254928946
324,2.476264648,-8.903784914,9.241713716,-0.278113709,-22.04812782,1.385259719,902,1372,2208,3386,2672,-0.09508197,0.166952461,0.117860682,1.400823355
325,-13.4399836,-17.61577549,22.15736233,0.762951572,236.7557337,0.567230556,777,1244,1870,2844,2602,-0.163685158,0.155743018,0.044436283,1.36894691
326,-29.05272837,-35.17416446,45.62107924,0.825967832,1021.905446,0.547654774,873,1299,1863,2719,2991,-0.232386157,0.079550698,-0.047635727,1.172852159
327,-6.371176398,-25.2437623,26.03534951,0.252386167,160.8324626,0.798475763,681.5,1128,1733,2605.5,2493,-0.179841518,0.15066953,0.022066519,1.354796886
328,-13.8582881,-21.74886438,25.78885905,0.637195941,301.4020285,0.610800439,794,1280,2011,2939,2865,-0.174973413,0.12190368,0.012746606,1.277655244
329,-3.24346736,-10.61130558,11.09594009,0.305661479,34.41742328,0.765895307,887,1353,2136,3281,2625.5,-0.102707416,0.181988165,0.111075215,1.444952369
330,-0.392367061,-5.30319212,5.317687333,0.07398696,2.080797906,0.931110002,1040,1520,2400,3630,2846,-0.08501716,0.175430968,0.121062383,1.425509453
331,-5.063776772,-9.030906617,10.35370028,0.560716325,45.73049516,0.640731428,668,1054,1744,2750,2263,-0.129523337,0.184945077,0.09714742,1.453822374
332,-34.16098638,-39.04180125,51.87711668,0.874984895,1333.706441,0.53333763,537,932,1574,2532,2563,-0.239062116,0.153007269,-0.006084397,1.361295342
333,0.003795802,-2.921899253,2.921901718,-0.001299087,-0.011090951,1.001300777,753,1240,2026,3100,2585,-0.121231839,0.157019407,0.09058927,1.372533798
334,-27.68447359,-26.31264096,38.19404603,1.052135878,728.4516138,0.487297167,693,1174,1842,2921,2771,-0.20138739,0.132707357,0.026352776,1.306026697
335,-4.048635731,1.178628282,4.216706761,-3.43504037,-4.771836577,-0.410670809,919,1450,2254,3649,2702,-0.09039548,0.179596156,0.149110183,1.437823892
336,-2.865720195,-9.192154705,9.628502498,0.311757176,26.34214337,0.762336214,719,1134,1904,3083,2430,-0.121365942,0.170931429,0.118447304,1.412345648
337,-4.676573035,-15.91422465,16.58713,0.293861193,74.42403387,0.772880434,860.5,1321,2086,3241,2557,-0.101452664,0.146243349,0.117972486,1.342587948
