FID,class,residue,VVresidue,VHresidue,span,ratio,product,rvi,B2,B3,B4,B8,B12,NDRI,NDTI,NDI7,STI
162,1,RC,3.278486454,-4.512383656,5.577641051,-0.726553127,-14.79378869,3.657017495,971.5,1321,1886,2709,2668.5,-0.171808019,0.120395541,0.007531425,1.273749232
163,1,RC,-4.87477487,-1.028622433,4.982117436,4.739129456,5.014302785,0.174242454,1002,1316,1904,2818,2728,-0.177892923,0.11586453,0.016227912,1.262096763
164,1,RC,-7.693515096,-8.847875882,11.72497685,0.869532439,68.07126666,0.534893099,637,897,1228,1754,1860,-0.204663217,0.112595417,-0.029330382,1.253763437
165,1,RC,-3.756208497,-16.36645531,16.79196123,0.229506538,61.47581852,0.813334431,619,886,1218,1824,1871,-0.211395279,0.119322196,-0.012719892,1.270978093
166,1,RC,-0.014261364,-7.1180929,7.118107187,0.002003537,0.101513717,0.998000469,908,1312,1826,2762,2455,-0.146928281,0.135715544,0.058846079,1.314052939
167,1,RC,1.638517151,-8.188771348,8.351090626,-0.200093162,-13.4174423,1.250145582,734,1036,1426,2170,1951,-0.155463427,0.13308154,0.05314244,1.307022095
168,1,RC,-6.505195016,-2.064643788,6.824977375,3.150759009,13.43091048,0.240919793,702,954,1368,1992,1982,-0.183283582,0.118915312,0.002516356,1.269929409
169,1,RC,-7.789855157,-5.972416381,9.815885125,1.304305437,46.52425854,0.433970247,662,959,1368,1944,1978,-0.182307228,0.115186758,-0.008669047,1.260364056
170,1,RC,-3.338862448,-8.062130801,8.726164994,0.414141439,26.91834578,0.707142845,974,1360,2062,2830,3004,-0.185945526,0.084564984,-0.029825162,1.184753656
171,1,RC,0.373464338,-14.24379452,14.24868969,-0.026219442,-5.319549285,1.026925411,481,712,910,1448,1499,-0.244499788,0.132774085,-0.017305735,1.306204081
172,1,RC,-2.730414568,-3.514649358,4.450609377,0.776866848,9.59644981,0.562788372,890,1202,1706,2356,2497,-0.188198909,0.100180179,-0.029054193,1.222667217
173,1,RC,-2.268224603,-1.087600976,2.515495723,2.085530128,2.466923292,0.324093416,772,1100,1552,2216,2218,-0.176657826,0.111200161,-4.51E-04,1.250225425
174,1,RC,-19.80710339,-11.74742468,23.0287501,1.686080476,232.6824552,0.372289665,729,988,1390,2038,2439,-0.273961872,0.094318606,-0.089568906,1.208282113
175,1,RC,-8.543435136,-11.4500663,14.28615771,0.74614722,97.82289873,0.572689398,940.5,1261,1771,2493,2776,-0.221024901,0.075283147,-0.053710382,1.162824512
176,2,NC,-38.42011088,-56.71111167,68.50003728,0.677470601,2178.847199,0.596135634,884,1184,1704,2412,3507,-0.345998853,0.023527773,-0.184997469,1.048189282
177,2,NC,-20.63701875,-52.08276305,56.02232368,0.396235099,1074.832958,0.716211762,511,725,1010,1460,2001,-0.329126537,0.072967336,-0.156313211,1.157421231
178,2,NC,-23.39960777,-34.72382164,41.87225135,0.673877663,812.5238067,0.597415225,524,749,1050,1550,2025,-0.317073166,0.072164945,-0.132867128,1.155555606
179,2,NC,-41.83129666,-55.09722558,69.17775398,0.759226916,2304.788388,0.568431503,652,879,1208,1672,2570,-0.360508204,0.032743696,-0.211692601,1.06770432
180,2,NC,-44.99464921,-62.67513439,77.15368383,0.717902716,2820.045686,0.582105139,640,875,1196,1714,2538,-0.359400094,0.036629342,-0.193791151,1.076044083
181,2,NC,-18.46525116,-39.37665908,43.49122648,0.468939001,727.0998997,0.680763462,660,919.5,1253,1811,2362.5,-0.306873083,0.057356704,-0.132143259,1.121693611
182,2,NC,-17.32293523,-37.6518638,41.44571067,0.460081746,652.2407979,0.68489316,658.5,901.5,1252,1831,2365,-0.307713985,0.069355622,-0.127264127,1.149048567
183,2,NC,-14.10567736,-41.04919345,43.40514274,0.343628612,579.0266786,0.744253279,784,1059,1517,2280,2879,-0.309827119,0.087335497,-0.11610774,1.191385746
184,2,NC,-13.11185671,-43.57623824,45.50614602,0.300894644,571.3653915,0.768701758,951.5,1337,1913,2694,3558,-0.300676733,0.034136392,-0.138195887,1.070685744
185,2,NC,-40.96039847,-61.53281498,73.91915558,0.665667555,2520.408621,0.600359896,642,920.5,1321,1865,2696.5,-0.342377573,0.044302739,-0.182286471,1.092713237
186,2,NC,-13.55340795,-25.01851145,28.45383598,0.541735186,339.086092,0.648619821,527,720,967,1412,1745,-0.286873162,0.100515462,-0.105479889,1.223495722
187,2,NC,-30.49090956,-43.55505914,53.16708326,0.700054372,1328.033369,0.588216481,718,965,1416,1936,2780,-0.325071484,0.03756275,-0.178965226,1.078057528
188,2,NC,-23.87466783,-53.07562157,58.1981217,0.449823612,1267.162835,0.689739077,764,1056,1492,2158,2952,-0.328532845,0.051566266,-0.155381605,1.108739853
189,2,NC,-20.31027181,-54.09904421,57.78593017,0.375427553,1098.766292,0.727046654,750,1030,1500,2124,2781,-0.299229145,0.043837029,-0.133944958,1.09169364
190,2,NC,-33.37616076,-38.69474769,51.1004071,0.862550158,1291.482119,0.536898293,814,1116,1552,2248,3015,-0.320341587,0.040572792,-0.14573437,1.084577084
191,2,NC,-29.96417908,-70.50807871,76.61097305,0.424975118,2112.716697,0.701766639,617,877,1202,1682,2500,-0.350621283,0.0234375,-0.195600197,1.047999978
192,2,NC,-27.81101411,-60.05907799,66.18568844,0.463060957,1670.303866,0.683498521,866,1192,1658,2312,3162,-0.312033206,0.033618581,-0.155279502,1.069576263
193,2,NC,-28.46553777,-39.68809244,48.84087962,0.71723119,1129.742895,0.582332773,959,1340,1892,2706,3561,-0.30607006,0.040678881,-0.136428908,1.084807634
194,2,NC,-15.27731855,-55.65534616,57.71407123,0.274498671,850.2644522,0.784622238,760,1034,1494,2094,2892,-0.318741441,0.034390651,-0.160048142,1.071231008
195,2,NC,-9.556751116,-21.45130448,23.48382328,0.445509089,205.004778,0.691797795,811,1112,1578,2230,2468,-0.219970345,0.101892285,-0.050659854,1.226904392
196,2,NC,-25.17409964,-44.11170187,50.78954159,0.57068983,1110.472378,0.636662937,544.5,776,1072,1685,2079,-0.319581419,0.101555653,-0.104675904,1.226070046
197,2,NC,-21.28677255,-28.77095042,35.78958331,0.739870329,612.4406777,0.574755477,737.5,1059,1527,2232,2792,-0.292891949,0.057473145,-0.111465141,1.121955633
198,2,NC,-18.71551909,-20.27515075,27.59261482,0.923076693,379.4599709,0.520000062,731.5,998,1411,2099,2324.5,-0.24455221,0.084211633,-0.050980199,1.183910728
199,2,NC,-10.341078,-41.17663133,42.45530428,0.251139485,425.8107565,0.799271393,807,1150,1704,2376,3060,-0.284634769,0.044794757,-0.125827819,1.093790889
200,2,NC,-27.34411742,-37.37864852,46.31267778,0.731543769,1022.086154,0.577519332,916,1270,1854,2604,3417,-0.296528161,0.028985508,-0.135027409,1.059701443
201,2,NC,-23.30139923,-35.92507145,42.82015839,0.648611076,837.1044324,0.606571201,892,1232,1802,2476,3254,-0.287183553,0.033991389,-0.135776609,1.070374966
202,2,NC,-18.38324426,-41.4306913,45.32599532,0.443710778,761.6305181,0.69265951,871,1274,1796,2522,3251,-0.288290083,0.037881032,-0.126277491,1.078745008
203,2,NC,-24.81074648,-43.0907097,49.72305706,0.575779481,1069.112674,0.634606563,761,1098,1602,2272,3068,-0.31391862,0.037641153,-0.149063677,1.078226805
204,2,NC,-19.8408296,-49.61137539,53.43170488,0.399925006,984.3308451,0.714323979,774,1102,1606,2230,3012,-0.304460794,0.036776464,-0.149179697,1.076361179
205,2,NC,-21.64027244,-37.09304179,42.9440932,0.583405172,802.70353,0.631550293,641,933,1310,1858,2486,-0.30979979,0.039969105,-0.144567221,1.083266258
206,2,NC,-19.57204612,-35.09443908,40.1831388,0.557696508,686.8699804,0.641973578,614,893,1268,1798,2385,-0.30577606,0.055632547,-0.140329912,1.117819667
207,2,NC,-24.72035103,-54.95997792,60.26354559,0.449788227,1358.629947,0.689755911,521,758,1070,1532,2136,-0.33250156,0.032389581,-0.164667398,1.066947579
208,2,NC,-18.55028811,-34.7982023,39.43384425,0.533081794,645.5166785,0.652280918,722,1036,1506,2132,2832,-0.305670828,0.039674465,-0.141015306,1.082627177
209,2,NC,-23.38280907,-45.68000393,51.31684439,0.511882816,1068.12681,0.661426923,677,1026,1488,2122,2928,-0.326086968,0.026433915,-0.159603953,1.054303288
210,2,NC,-28.80753681,-33.84324285,44.44366393,0.851204979,974.9404642,0.540188694,979,1342,1874,2552,3319,-0.278259188,0.051307704,-0.130642146,1.108165145
211,2,NC,-21.52759905,-37.49236876,43.23326539,0.574186155,807.1206821,0.635248885,773,1088,1550,2196,2873,-0.299118251,0.053533189,-0.133556917,1.113122225
212,2,NC,-21.39393628,-33.9765397,40.15103684,0.629667897,726.8919254,0.613621955,1104,1534,2226,3152,4173,-0.304266304,0.031449459,-0.13938567,1.064941287
213,2,NC,-14.63401612,-28.92481991,32.41603978,0.505932834,423.2862808,0.66404024,769,1019.5,1431,2067,2579.5,-0.286373347,0.06174409,-0.110298119,1.131614566
214,2,NC,-21.9147043,-36.33736718,42.43416687,0.603090042,796.3226568,0.623795279,818,1148,1688,2432,3247,-0.315906793,0.041334514,-0.143511176,1.086233497
215,2,NC,-21.78057258,-47.94224729,52.65788087,0.454308544,1044.209597,0.687611995,512.5,655,923.5,1367,1743.5,-0.307462811,0.102445304,-0.121041737,1.22827661
216,2,NC,-27.78031776,-48.7945112,56.14846728,0.569332842,1355.527026,0.637213453,740.5,1062,1560,2285,2995,-0.315038383,0.044047173,-0.134469718,1.09215343
217,2,NC,-26.69860302,-43.49276735,51.03367727,0.613863055,1161.19613,0.619631261,679,944,1390,1930,2621,-0.306906015,0.025288211,-0.151834756,1.051888585
218,2,NC,-21.81103461,-33.81220093,40.23662712,0.64506403,737.4790845,0.607879074,668,975,1442,2014,2721,-0.307230353,0.033735797,-0.149313629,1.069827318
219,2,NC,-21.47745665,-40.68323801,46.00442369,0.527919057,873.7724806,0.654484932,669,948,1452,2080,2817,-0.319747001,0.046377793,-0.150500312,1.097266555
220,2,NC,-27.31575472,-36.1577411,45.31592101,0.755460764,987.6759869,0.569651012,652,960,1432,2078,2757,-0.316304594,0.043704476,-0.14043434,1.091403723
221,2,NC,-25.35210933,-40.85006357,48.0776158,0.620613706,1035.635278,0.617050193,823,1160,1686,2416,3137,-0.300850093,0.049825836,-0.129839733,1.104877234
222,2,NC,-32.71823744,-31.54044784,45.44538382,1.037342197,1031.947861,0.490835561,886,1230,1750,2534,3200,-0.292929292,0.054093998,-0.116149284,1.114374995
223,2,NC,-33.55598725,-46.88246131,57.65387636,0.715747132,1573.187274,0.582836469,703,996,1412,2070,2818,-0.332387716,0.036251709,-0.153027818,1.075230718
224,2,NC,-18.33853458,-40.62838965,44.57541807,0.45137242,745.0651285,0.689003033,815,1130,1606,2280,3059,-0.311468393,0.042866081,-0.145907477,1.089571714
225,2,NC,-33.20155932,-27.42030437,43.0606158,1.210838468,910.3968621,0.45231708,742,1093,1618,2282,3082.5,-0.311562806,0.043073136,-0.149221733,1.090024471
226,2,NC,-15.98575728,-45.60307469,48.32375044,0.350541217,728.9996833,0.740443896,839,1157,1676,2417,3182,-0.310004115,0.043870106,-0.136631578,1.091766238
227,2,NC,-37.47327635,-39.57031189,54.49822037,0.947004827,1482.829233,0.51360941,583,836,1219,1764,2390,-0.324467629,0.041892286,-0.150697932,1.087448835
228,2,NC,-16.05157351,-30.40554826,34.38241378,0.527915937,488.056893,0.654486268,813,1135,1641,2304,2729,-0.248970315,0.051442474,-0.084442675,1.108464599
229,2,NC,-24.25703408,-42.2797842,48.74406481,0.573726535,1025.582166,0.635434415,602.5,870,1250,1800,2427,-0.320098162,0.045521613,-0.148332104,1.095385313
230,2,NC,-13.88956976,-51.07197869,52.92699836,0.271960674,709.367811,0.786187828,550.5,837,1206,1743,2383,-0.327946752,0.051070217,-0.15511395,1.107637525
231,2,NC,-13.32731031,-54.30073496,55.91231544,0.245435174,723.6827451,0.802932197,564,808,1114,1556,2367,-0.359954029,0.038391225,-0.206729546,1.079847932
232,2,NC,-23.35739938,-54.294541,59.10554363,0.430197934,1268.179278,0.699203919,712,933,1294,1832,2638,-0.341810793,0.046448581,-0.1803132,1.097422242
233,2,NC,-27.52924939,-50.87938081,57.84955457,0.541068876,1400.671163,0.648900264,662,919,1272,1842,2613,-0.345173746,0.044257499,-0.173063979,1.092613816
234,2,NC,-17.9142054,-33.94533577,38.38234719,0.527736874,608.1037175,0.654562979,667,918,1272,1760,2551,-0.334554017,0.029484497,-0.183484107,1.060760498
235,2,NC,-10.62152888,-27.00819094,29.02170315,0.393270653,286.86828,0.717735637,830,1140,1650,2316,2786,-0.256086558,0.05655266,-0.092120737,1.119885087
236,2,NC,-28.25753057,-58.95587262,65.37800051,0.479299675,1665.947373,0.675995552,943,1298,1836,2616,3676,-0.333817124,0.02789899,-0.168467969,1.057399392
237,2,NC,-22.43406268,-43.60745142,49.03974906,0.514454799,978.2922984,0.660303629,843,1184,1686,2386,3214,-0.311836749,0.026503105,-0.147857144,1.05444932
238,2,NC,-12.79890983,-34.73454628,37.01757418,0.368477818,444.5643258,0.730738918,770,1096,1582,2208,2992,-0.308264107,0.033747781,-0.150769234,1.069852948
239,2,NC,-27.49850163,-34.22431159,43.90297365,0.80347859,941.1172878,0.554483987,699,991,1414,2040,2658,-0.305500984,0.056945182,-0.131545335,1.120767474
240,2,NC,-28.41219765,-37.52634844,47.06888359,0.757126628,1066.206029,0.569110948,763,1076,1508,2124,2798,-0.299581975,0.050076388,-0.136936203,1.10543251
241,2,NC,-21.25287728,-32.8878648,39.15732938,0.646222472,698.9617545,0.607451312,708,976,1400,1962,2492,-0.280575544,0.060154628,-0.118994161,1.128009677
242,2,NC,-30.14294896,-56.16435654,63.74191963,0.536691788,1692.959333,0.650748581,699,1003,1439,2153,2868.5,-0.331863075,0.066015527,-0.142487288,1.141363382
243,2,NC,-27.67219787,-61.17456137,67.14221841,0.452348121,1692.834567,0.688540155,598.5,822.5,1152,1627,2453,-0.360887647,0.05179745,-0.20245105,1.109254003
244,2,NC,-22.83797416,-56.38897276,60.83822246,0.405007806,1287.809903,0.711739818,858,1172,1632,2346,3219,-0.327149034,0.029837251,-0.156873316,1.061509728
245,2,NC,-25.40379178,-26.97764768,37.05598617,0.941660744,685.3345445,0.51502303,621,911,1370,1956,2360,-0.265415549,0.052208837,-0.093605191,1.11016953
246,2,NC,-29.93031554,-48.14541229,56.69042699,0.621664955,1441.007382,0.616650189,720,1036,1508,2074,2993,-0.32992667,0.026666667,-0.181369647,1.05479455
247,2,NC,-15.56556707,-36.82464929,39.97926554,0.422694238,573.1965483,0.70289172,741,1072,1504,2146,2813,-0.303219825,0.048858833,-0.134502918,1.102737308
248,2,NC,-23.35523134,-35.75142057,42.70399166,0.653267226,834.982698,0.604862895,1054,1475,2086,3026,3809.5,-0.292341709,0.050828554,-0.114622504,1.107101083
