FID,class,residue,VVresidue,VHresidue,span,ratio,product,rvi,B2,B3,B4,B8,B12,NDTI,NDRI,NDI7,STI
160,1,RC,-7.017800965,-12.5042351,14.33894787,0.561233926,87.75223317,0.640519004,980,1518,2280,3396,2832,0.168037608,-0.10798122,0.090558767,1.403954744
161,1,RC,-10.10629256,-12.22918303,15.86474289,0.826407825,123.5917015,0.54752284,896,1411,2031,3159,2694.5,0.162508741,-0.140314505,0.079447187,1.38808465
162,1,RC,-13.70938054,-30.59177872,33.5231866,0.448139373,419.3943359,0.690541269,395,730.5,1163,1802,1839,0.091626905,-0.225215405,-0.010165115,1.201738596
163,1,RC,-5.337620563,-17.90750724,18.68606456,0.298066084,95.58347886,0.770376803,803,1344,2106,3210,2886,0.144888893,-0.15625,0.053149607,1.33887732
164,1,RC,-14.50308354,-22.91155849,27.11602745,0.633002925,332.2882468,0.612368775,732,1156,1764,2676,2536,0.145120516,-0.179534882,0.02686109,1.339511037
165,1,RC,-7.472243303,-22.36392527,23.5792191,0.334120384,167.1086908,0.749557545,677,1140,1848,3112,2472,0.186708346,-0.144444451,0.114613183,1.459142447
166,1,RC,-15.01867672,-24.11142529,28.40636337,0.62288631,362.1217016,0.616186109,684,1098,1712,2677,2680,0.131280392,-0.220400736,-5.60E-04,1.302238822
167,1,RC,-4.608369177,-7.987587145,9.221638405,0.576941333,36.80975039,0.634139,1180,1708,2642,3886,2844,0.1737362,-0.036821,0.15482913,1.420534492
168,1,RC,-9.512389158,-13.26926243,16.32663079,0.716873994,126.222388,0.582453927,866,1396,2077,3217,2739,0.146596044,-0.137458473,0.080255203,1.343556046
169,1,RC,-8.736458897,-14.27557158,16.73671586,0.611986627,124.7179443,0.620352541,835,1306,2138,3386,2871,0.139130428,-0.1463366,0.082307816,1.323232293
170,1,RC,-18.23173508,-45.8932438,49.38204117,0.397264032,836.7134629,0.71568435,662,1072,1700,2500,2678,0.116754614,-0.22338967,-0.034376208,1.264376402
171,1,RC,-3.425682794,-19.2275308,19.53031601,0.178165508,65.86742144,0.848777182,757.5,1141,1899,3034,2647,0.183100641,-0.164395586,0.069056422,1.448282003
172,1,RC,-6.947061249,-13.82525107,15.47253137,0.502490784,96.04486596,0.665561487,791.5,1250,1969,2992,2614.5,0.171577945,-0.140831292,0.067331485,1.414228439
173,1,RC,-12.1109104,-16.68922724,20.62048633,0.725672329,202.1217357,0.579484288,741,1208,1896,2942,2633,0.156360134,-0.162729084,0.055426009,1.370679855
174,1,RC,-13.20462424,-18.01737117,22.33803405,0.732882956,237.912616,0.57707302,771,1148,1818,2765,2628,0.125603065,-0.182186231,0.0254033,1.287290692
175,1,RC,-18.76431225,-40.90611154,45.00454838,0.458716596,767.5750499,0.685534121,627,984,1534,2369,2547,0.134850547,-0.248223469,-0.036208298,1.311739326
176,1,RC,-7.216743535,-28.43710987,29.33855152,0.253779078,205.2233288,0.79758868,1012.5,1436,2078,3098,3021,0.110680044,-0.185037717,0.012529491,1.248915553
177,1,RC,5.049637491,-7.865457869,9.346885379,-0.642001721,-39.71771094,2.79330952,872,1452,2224,3449,2825,0.164818928,-0.119033471,0.099458084,1.394690275
178,1,RC,-4.129135085,-16.46306992,16.97299112,0.250811975,67.97823959,0.799480673,960,1563,2402,3695,2897.5,0.169627517,-0.093155853,0.121444374,1.408557653
179,2,NC,-18.99583396,-53.84046866,57.09323755,0.352817025,1022.744603,0.739198267,804,1226,1792,2718,2996,0.098540694,-0.251461983,-0.048652433,1.21862483
180,2,NC,-44.17592401,-67.95499476,81.05179563,0.650076189,3001.974685,0.606032622,545,932.5,1414,2147,2560,0.082355261,-0.28837499,-0.087740481,1.179492712
181,2,NC,-47.8907735,-103.115277,113.693828,0.464439168,4938.270374,0.682855267,568,903,1434,2271,2715,0.09785679,-0.30874911,-0.089049339,1.216942906
182,2,NC,-80.62038415,-119.0682564,143.7946314,0.67709385,9599.32857,0.596269553,466,774,1214,1932,2422,0.093732461,-0.33223322,-0.112540193,1.206853867
183,2,NC,-49.72659286,-55.16341792,74.268006,0.901441476,2743.088824,0.525916791,748.5,1241,1807,2802,2989,0.10448622,-0.246454716,-0.032293938,1.233354926
184,2,NC,-77.85458336,-98.6773806,125.6923291,0.78898105,7682.486354,0.558977413,584,959,1460,2354,2817,0.094503373,-0.317278475,-0.089537807,1.208732724
185,2,NC,-180.2574176,-271.6479907,326.0143669,0.663569854,48966.56528,0.601116928,522,852,1324,2069,2872,0.052770447,-0.36892277,-0.162517712,1.111420631
186,2,NC,-92.58890521,-144.2105202,171.3749675,0.642039881,13352.29418,0.608998607,688,1090,1726,2731,3391.5,0.072092444,-0.325450033,-0.107881881,1.155387282
187,2,NC,-55.66146852,-105.7290989,119.4857374,0.526453636,5885.03691,0.655113249,618.5,1012.5,1587,2513,3043.5,0.07928405,-0.314828426,-0.095798701,1.172222733
188,2,NC,-60.64586782,-65.81735198,89.49773799,0.921426736,3991.550428,0.520446594,716.5,1082,1609,2425.5,2985.5,0.084623598,-0.299598932,-0.103111163,1.184893727
189,2,NC,-43.87393028,-59.54637043,73.96412637,0.736802763,2612.533305,0.575770618,708,1060,1642,2452,2770,0.101815827,-0.255666375,-0.060896207,1.226714849
190,2,NC,-36.0412288,-68.17953138,77.11950903,0.528622419,2457.27409,0.654183785,524.5,955,1506,2409,2641.5,0.100842319,-0.2737813,-0.046034843,1.22430408
191,2,NC,-191.1958304,-386.5285907,431.2310251,0.494648611,73902.65488,0.669053577,413,744,1134,1720,2544,0.041627426,-0.383360535,-0.193245783,1.086871028
192,2,NC,-101.8434639,-151.695577,182.7119022,0.671367391,15449.20302,0.598312499,690,1153,1710,2478,3316,0.043138716,-0.319537073,-0.1446338,1.090167403
193,2,NC,-30.51530937,-54.25631229,62.24894802,0.56242874,1655.648155,0.640029189,659,1075,1696,2631,2753,0.106893592,-0.237583548,-0.022469934,1.239374995
194,2,NC,-87.01435808,-161.4606197,183.4149128,0.538920006,14049.39218,0.649806355,746,1178,1736,2632,3417,0.052281238,-0.326217741,-0.129773512,1.110330701
195,2,NC,-141.1946885,-223.9648685,264.7568741,0.630432306,31622.64984,0.613334265,606.5,955.5,1432,2194,3052.5,0.059539456,-0.361357003,-0.163634464,1.126617789
196,2,NC,-38.70389071,-84.044209,92.52794292,0.460518234,3252.83788,0.684688473,770,1177,1780,2640,3197,0.063798741,-0.284379393,-0.095347486,1.136292815
197,2,NC,-71.08760428,-84.69319141,110.5729811,0.839354417,6020.636077,0.543669013,590.5,1064,1635,2571,3014.5,0.084920719,-0.296700448,-0.079401918,1.185603023
198,2,NC,-65.23891085,-105.1115269,123.7115539,0.620663716,6857.361531,0.617031152,589,976,1531,2367.5,2876.5,0.089931026,-0.305278629,-0.097063459,1.197636843
199,2,NC,-85.52245857,-132.1253301,157.388671,0.647282838,11299.68307,0.607060292,642,1054,1554,2304,3112,0.049916044,-0.333904833,-0.149187595,1.105077147
200,2,NC,-30.51982079,-56.00157079,63.77801652,0.544981513,1709.157905,0.647256936,781,1244,1930,2954,3266,0.091136776,-0.257120848,-0.050160773,1.200551152
201,2,NC,-36.02620668,-66.15769824,75.33079453,0.544550485,2383.41091,0.647437562,625,1047,1575,2368,2799,0.099274948,-0.279837877,-0.08341299,1.220433831
202,2,NC,-31.79554163,-62.90351109,70.48267997,0.505465292,2000.051206,0.664246466,729,1177,1759,2590,2949.5,0.087265916,-0.252841204,-0.06489718,1.191218734
203,2,NC,-47.64208193,-70.10665666,84.76267621,0.679565739,3340.02708,0.595391997,600.5,1107,1689,2645,3051,0.0727854,-0.287341475,-0.071277983,1.156997919
204,2,NC,-149.0068096,-327.6378714,359.9299989,0.454791166,48820.27391,0.687383883,494,902,1260,1882,2716,0.035682585,-0.366197169,-0.181383207,1.074005842
205,2,NC,-66.72867967,-96.10863972,117.0025099,0.694304694,6413.202633,0.590212613,496,827,1300,2061,2427,0.085703522,-0.302387983,-0.081550799,1.187474251
206,2,NC,-129.6222009,-190.4193455,230.3506937,0.680719706,24682.57466,0.594983206,520,862,1274,2041,2646,0.068145797,-0.349999994,-0.12908043,1.146258473
207,2,NC,-39.14597485,-85.62630641,94.15026127,0.457172293,3351.925237,0.686260647,713,1124,1583,2440,2871,0.103405468,-0.289175153,-0.080946654,1.230662704
208,2,NC,-60.46373028,-94.12672098,111.8735996,0.642365204,5691.252669,0.608877975,629,1044,1586,2463,2999.5,0.074942455,-0.308255494,-0.098214746,1.162027955
209,2,NC,-57.38428538,-95.50352514,111.4175907,0.60086039,5480.401541,0.624664091,603,1039,1521,2327,2804,0.073287211,-0.296641827,-0.093474999,1.158165932
210,2,NC,-20.39971326,-32.15103179,38.0767271,0.634496379,655.8718296,0.611809248,625.5,1055,1712,2550.5,2783,0.10370364,-0.238266513,-0.043592468,1.231404781
211,2,NC,-51.79825069,-103.6606881,115.8818236,0.4996904,5369.44231,0.666804295,514,910,1396,2192,2605,0.104041271,-0.302174449,-0.086095475,1.232245684
212,2,NC,-45.23111393,-74.37204404,87.0462785,0.608173602,3363.930397,0.621823414,576,921,1482,2367,2658,0.102027029,-0.284057975,-0.057910446,1.227238536
213,2,NC,-195.5468149,-341.8864561,393.8589922,0.571964204,66854.80755,0.636146801,504,843,1282,2008,2847,0.047826085,-0.379026413,-0.172811538,1.100456595
214,2,NC,-196.0290414,-362.3271353,411.9567187,0.541027768,71026.64101,0.648917573,538,888,1272,2010,2828,0.042978004,-0.379512191,-0.169078127,1.089816093
215,2,NC,-60.67187281,-124.2782101,138.2973234,0.48819397,7540.191757,0.671955417,411,698,1108,1645,2206,0.057667665,-0.331321657,-0.145676449,1.122393489
216,2,NC,-92.28666888,-138.3530473,166.3081326,0.667037486,12768.14187,0.599866535,572,919,1344,2078,2643,0.094242632,-0.325808883,-0.119678035,1.208096862
217,2,NC,-37.84928773,-87.57720818,95.40616319,0.43218194,3314.734951,0.698235309,551.5,942,1487,2370,2685,0.119023234,-0.287161916,-0.062314443,1.27020812
218,2,NC,-64.52996905,-100.2628601,119.2340472,0.643607902,6469.959257,0.608417615,534,921,1374,2048,2612,0.079957731,-0.310587049,-0.12103004,1.173813224
219,2,NC,-32.43708059,-59.23169933,67.53190655,0.547630423,1921.303404,0.646149097,743.5,1173,1790,2641,3005,0.086556703,-0.25338918,-0.064471245,1.189517736
220,2,NC,-90.27513643,-167.8073827,190.548991,0.537968801,15148.83437,0.650208248,674.5,991.5,1507,2251.5,3063,0.057754871,-0.340480328,-0.152694434,1.122590303
221,2,NC,-52.16756565,-64.24952655,82.76144373,0.81195253,3351.741394,0.551890838,604.5,1081,1616,2542.5,2851.5,0.090937637,-0.276554674,-0.057285067,1.200069189
222,2,NC,-78.20011903,-126.2022189,148.4663553,0.619641396,9869.028537,0.617420623,602,984,1552,2343,3047,0.050237663,-0.324134648,-0.130822048,1.105790019
223,2,NC,-52.00739206,-120.3745442,131.1289431,0.43204643,6260.366113,0.698301381,618,928,1452,2236,2744,0.081506275,-0.30791229,-0.10200803,1.177478075
224,2,NC,-47.40072586,-66.55771148,81.71142986,0.712174815,3154.883836,0.584052511,741.5,1280,1893,2894,3256,0.07820794,-0.26471132,-0.058862049,1.169686794
225,2,NC,-76.95216929,-120.5355521,143.0050897,0.638418856,9275.472207,0.610344538,566,925,1428,2239,2769,0.084779374,-0.319513947,-0.105830669,1.185265422
226,2,NC,-87.16518417,-128.3875217,155.180943,0.678922554,11190.92197,0.595620088,479,872,1334,2143,2636,0.091034479,-0.327959687,-0.103159659,1.200303435
227,2,NC,-32.06420812,-64.09700434,71.66965472,0.500245034,2055.219687,0.66655778,646,1054,1723,2688.5,3038.5,0.094539136,-0.27627933,-0.061113153,1.208819985
228,2,NC,-80.25396368,-106.8289654,133.6155924,0.751237863,8573.447905,0.571024657,504,844,1322,1958,2536,0.067989707,-0.314670801,-0.128615931,1.145899057
229,2,NC,-91.45666455,-232.9891307,250.2963374,0.392536185,21308.40877,0.718114194,344.5,711.5,1065,1707,2227.5,0.058338121,-0.353083432,-0.132291034,1.123904824
230,2,NC,-134.1607903,-174.1295374,219.8185921,0.770465438,23361.35635,0.564823226,442,796,1246,1909,2543,0.077955037,-0.342306674,-0.142407909,1.169091582
231,2,NC,-25.61200097,-60.96503884,66.12647393,0.420109647,1561.436634,0.704170979,681.5,1143,1766,2690.5,2922.5,0.096121006,-0.246989712,-0.041395485,1.212685585
232,2,NC,-58.84159168,-77.93025928,97.64967088,0.755054484,4585.540496,0.569782881,632,1056,1718,2740,3149,0.092114747,-0.294020951,-0.069451518,1.20292151
233,2,NC,-74.48677545,-124.9969602,145.5077997,0.595908695,9310.620508,0.626602263,606,1006,1534,2336,3025,0.063467495,-0.327045411,-0.128520802,1.135537148
234,2,NC,-66.61845115,-88.05361734,110.4149336,0.756566887,5865.995606,0.569292298,562.5,893.5,1374,2117,2642,0.074443758,-0.315746009,-0.110319547,1.160862803
235,2,NC,-57.27146316,-108.2466465,122.4636965,0.529083025,6199.443826,0.653986725,670.5,1088,1642,2583,3106.5,0.093587086,-0.308411896,-0.0920166,1.206500411
236,2,NC,-75.35388754,-111.6077898,134.6644241,0.675166919,8410.080842,0.596955437,534.5,972.5,1549,2332,2935,0.064168416,-0.309099019,-0.114486493,1.137137294
237,2,NC,-81.52054844,-109.7911765,136.7468547,0.742505464,8950.236926,0.573886292,526.5,935,1508,2391.5,2929,0.083470091,-0.32026574,-0.101024814,1.182144046
238,2,NC,-61.11539092,-105.5207514,121.9414613,0.579178883,6448.941972,0.633240484,655.5,1147,1774,2538,3323,0.04716159,-0.304416686,-0.13356638,1.098991752
239,2,NC,-208.4772403,-293.8930969,360.3275067,0.709364196,61270.02178,0.585012838,505,812,1258,1880,2732,0.045756198,-0.369423568,-0.184735477,1.095900416
240,2,NC,-52.19776283,-85.48025476,100.1572783,0.610641171,4461.878064,0.620870755,461,865,1388,2214,2542,0.10366714,-0.293638676,-0.068965517,1.231313944
241,2,NC,-41.01456515,-77.54459262,87.72319191,0.528915863,3180.457746,0.654058228,641,1138,1636,2468,2975,0.072486363,-0.290392548,-0.093147159,1.156302571
242,2,NC,-30.93149264,-81.93377332,87.57796782,0.377518225,2534.333906,0.725943209,695,1186,1726,2664,3013,0.096822545,-0.271576285,-0.06147613,1.214404225
243,2,NC,-6.066578476,-18.1852817,19.17049412,0.333598268,110.3224385,0.749851004,1003,1425,2135,3147,2964,0.120653167,-0.162483826,0.029377189,1.274418473
244,2,NC,-58.99755387,-62.31150677,85.81046113,0.946816357,3676.226478,0.513659132,729,1108,1597,2578,2816,0.095551632,-0.276229322,-0.044123098,1.211292624
245,2,NC,-52.24652145,-78.9337777,94.65854565,0.661903218,4124.015309,0.601719757,575,933,1402,2171,2539,0.099485725,-0.288505465,-0.078131638,1.220953107
246,2,NC,-114.8803482,-263.9927782,287.9056814,0.435164738,30327.5823,0.696784121,518,803,1214,1845,2640,0.043304946,-0.37000519,-0.177257523,1.090530276
247,2,NC,-80.40634726,-125.5892834,149.1236024,0.640232551,10098.17553,0.609669647,469,804,1266,2036,2495,0.075925924,-0.326774806,-0.101302139,1.164328694
248,2,NC,-24.61327261,-47.97603851,53.92136367,0.513032617,1180.847315,0.660924284,806,1324,1962,2931,3208,0.067324065,-0.241190359,-0.04579236,1.1444906
249,2,NC,-88.09680988,-172.3618167,193.570772,0.51111558,15184.5262,0.661762749,547,945.5,1433,2237,2869.5,0.05668303,-0.333872139,-0.1235338,1.120178342
250,2,NC,-53.00025631,-86.96371008,101.8416125,0.609452567,4609.098924,0.621329277,427,781,1248,1986,2329,0.093068533,-0.302208543,-0.079490148,1.205238342
251,2,NC,-30.21940384,-63.40888339,70.24171739,0.476579972,1916.178654,0.677240664,607.5,993,1484,2251,2547,0.086855218,-0.263709217,-0.061692383,1.190233231
252,2,NC,-114.5924693,-191.1397983,222.8583777,0.599521765,21903.18146,0.625186866,476,831,1268,2027,2586,0.081186712,-0.341982365,-0.121179275,1.176720858
253,2,NC,-95.8139617,-175.2676029,199.7474603,0.546672403,16793.08339,0.646549326,496,847,1266,2053,2586,0.086703159,-0.342679113,-0.114895448,1.189868569
254,2,NC,-25.86116795,-69.56250978,74.21416828,0.371768759,1798.967748,0.728985839,700,1027,1632,2447,2858,0.112193502,-0.273415655,-0.078614302,1.252743244
