FID,class,residue,VVresidue,VHresidue,span,ratio,product
100.0,1.0,RC,-5.482267648,-14.85593824,15.83521896,0.369028705,81.44422957
101.0,1.0,RC,-7.376559025,-20.43291749,21.72366775,0.361013498,150.7246219
102.0,1.0,RC,-13.77171498,-26.13385004,29.5404511,0.52696847,359.907934
103.0,1.0,RC,-5.538154942,-20.82922484,21.55290624,0.265883872,115.3554745
104.0,1.0,RC,-7.8131647,-12.24566141,14.52589983,0.638035337,95.67736941
105.0,1.0,RC,-27.14369504,-42.15949333,50.14182943,0.643833521,1144.36443
106.0,1.0,RC,-17.65569759,-35.21436391,39.3925765,0.501377723,621.73416
107.0,1.0,RC,-13.71168728,-28.29904742,31.44592904,0.484528227,388.0276886
108.0,1.0,RC,-15.53990845,-18.5792949,24.22145647,0.836410022,288.7205418
109.0,1.0,RC,-12.26236518,-27.7159472,30.30741376,0.442429952,339.8630658
110.0,1.0,RC,-6.018835244,-4.731261063,7.655795774,1.272141859,28.47668083
111.0,1.0,RC,-11.45423921,-19.45089284,22.57292245,0.588879868,222.7951794
112.0,1.0,RC,-7.76546232,-10.5039887,13.06277856,0.739287002,81.56832845
113.0,1.0,RC,-8.171913802,-14.54915413,16.68706269,0.561676213,118.8944335
114.0,1.0,RC,-9.096204131,-15.74608677,18.18461377,0.5776803,143.2296195
115.0,1.0,RC,-9.922856261,-15.64576336,18.52708794,0.634220014,155.2506609
116.0,1.0,RC,-13.77076602,-48.8554997,50.75917501,0.281867264,672.7776551
117.0,1.0,RC,-44.94894563,-67.37443153,80.99210911,0.66715139,3028.40966
118.0,1.0,RC,-2.457294459,-17.91044654,18.07822976,0.13719895,44.01124105
119.0,1.0,RC,-7.00293549,-14.43763906,16.04638673,0.485047137,101.105855
120.0,1.0,RC,-17.40379366,-39.74639132,43.38971833,0.437871039,691.7379931
121.0,1.0,RC,-10.46536618,-20.17346549,22.72647353,0.518768884,211.1227034
122.0,1.0,RC,-3.545909625,-21.6026734,21.89175583,0.164142167,76.60112754
123.0,1.0,RC,-4.168966382,-9.864942382,10.70968575,0.42260423,41.12661315
124.0,1.0,RC,-12.82969051,-19.66642874,23.48125589,0.652365037,252.3141943
125.0,1.0,RC,-22.23965887,-31.22532273,38.33566494,0.712231514,694.4405257
126.0,1.0,RC,-4.098491642,-28.95412238,29.24275699,0.14155123,118.6682286
127.0,1.0,RC,-18.05761206,-31.91371657,36.66827864,0.565826046,576.2855132
128.0,1.0,RC,-9.222541409,-23.34131167,25.09725284,0.395116673,215.2662134
129.0,1.0,RC,-18.32076927,-21.13378627,27.96940308,0.866894793,387.187222
130.0,1.0,RC,-9.21334084,-37.0203152,38.14956601,0.248872566,341.080782
131.0,1.0,RC,-15.80142212,-26.30020588,30.68201053,0.600809826,415.5806549
132.0,1.0,RC,-3.124284974,-19.28323984,19.53469977,0.16202075,60.24633648
133.0,1.0,RC,-16.05192276,-25.78899376,30.37657689,0.622433078,413.962936
134.0,1.0,RC,-6.937386841,-19.46725601,20.66643154,0.356361823,135.0518857
135.0,1.0,RC,-10.5944644,-21.72147122,24.16743652,0.487741567,230.1273536
136.0,1.0,RC,-3.800671542,-23.59080208,23.89500046,0.161108195,89.6608901
137.0,1.0,RC,-2.035628053,-3.270363755,3.852150135,0.622446983,6.657244204
138.0,1.0,RC,-22.50731513,-26.85213417,35.03735641,0.838194647,604.3694458
139.0,1.0,RC,-4.442745076,-12.85007709,13.59641368,0.345736842,57.0896167
140.0,1.0,RC,-10.69282097,-32.4416904,34.15844985,0.329601227,346.8931874
141.0,1.0,RC,-20.2470073,-45.25249857,49.57549729,0.44742297,916.2276688
142.0,1.0,RC,-24.53012394,-30.4285123,39.08479681,0.806155875,746.4151782
143.0,1.0,RC,-20.82525782,-21.64853838,30.03915074,0.961970617,450.8363932
144.0,1.0,RC,-18.99573591,-35.43010859,40.20112657,0.536146703,673.020986
145.0,1.0,RC,-6.86081903,-17.14715439,18.46877748,0.400114146,117.6435232
146.0,1.0,RC,-8.391536653,-11.68395187,14.38515272,0.718210477,98.04631039
147.0,1.0,RC,-20.45565396,-24.64229102,32.02618125,0.830103578,504.0741779
148.0,1.0,RC,-9.432311924,-14.65714089,17.42986768,0.643530139,138.2507248
149.0,1.0,RC,-14.24924607,-14.51039551,20.33697597,0.982002597,206.7621962
150.0,1.0,RC,-6.531381495,-15.58800923,16.90103476,0.419000361,101.811235
151.0,1.0,RC,-12.58852872,-7.42005335,14.61260576,1.696555015,93.40755471
152.0,1.0,RC,-22.79385801,-32.71296,39.87101346,0.696783721,745.6545652
153.0,1.0,RC,-8.871192153,-13.17947575,15.88699566,0.673106603,116.9176618
154.0,1.0,RC,-6.555068998,-20.45875183,21.48323663,0.32040415,134.1085298
155.0,1.0,RC,-2.005590197,-19.43997547,19.54315835,0.10316835,38.98862422
156.0,1.0,RC,-9.743920057,-16.22464504,18.92572548,0.600562911,158.0916442
157.0,1.0,RC,-16.61315213,-35.80898334,39.47505683,0.463938112,594.9000879
158.0,1.0,RC,-12.19401521,-18.46788023,22.13044526,0.660282342,225.1976125
159.0,1.0,RC,-5.261906959,-17.39703546,18.17538191,0.302459978,91.54158195
160.0,1.0,RC,-7.017800965,-12.5042351,14.33894787,0.561233926,87.75223317
161.0,1.0,RC,-10.10629256,-12.22918303,15.86474289,0.826407825,123.5917015
162.0,1.0,RC,-13.70938054,-30.59177872,33.5231866,0.448139373,419.3943359
163.0,1.0,RC,-5.337620563,-17.90750724,18.68606456,0.298066084,95.58347886
164.0,1.0,RC,-14.50308354,-22.91155849,27.11602745,0.633002925,332.2882468
165.0,1.0,RC,-7.472243303,-22.36392527,23.5792191,0.334120384,167.1086908
166.0,1.0,RC,-15.01867672,-24.11142529,28.40636337,0.62288631,362.1217016
167.0,1.0,RC,-4.608369177,-7.987587145,9.221638405,0.576941333,36.80975039
168.0,1.0,RC,-9.512389158,-13.26926243,16.32663079,0.716873994,126.222388
169.0,1.0,RC,-8.736458897,-14.27557158,16.73671586,0.611986627,124.7179443
170.0,1.0,RC,-18.23173508,-45.8932438,49.38204117,0.397264032,836.7134629
171.0,1.0,RC,-3.425682794,-19.2275308,19.53031601,0.178165508,65.86742144
172.0,1.0,RC,-6.947061249,-13.82525107,15.47253137,0.502490784,96.04486596
173.0,1.0,RC,-12.1109104,-16.68922724,20.62048633,0.725672329,202.1217357
174.0,1.0,RC,-13.20462424,-18.01737117,22.33803405,0.732882956,237.912616
175.0,1.0,RC,-18.76431225,-40.90611154,45.00454838,0.458716596,767.5750499
176.0,1.0,RC,-7.216743535,-28.43710987,29.33855152,0.253779078,205.2233288
177.0,1.0,RC,5.049637491,-7.865457869,9.346885379,-0.642001721,-39.71771094
178.0,1.0,RC,-4.129135085,-16.46306992,16.97299112,0.250811975,67.97823959
179.0,2.0,NC,-18.99583396,-53.84046866,57.09323755,0.352817025,1022.744603
180.0,2.0,NC,-44.17592401,-67.95499476,81.05179563,0.650076189,3001.974685
181.0,2.0,NC,-47.8907735,-103.115277,113.693828,0.464439168,4938.270374
182.0,2.0,NC,-80.62038415,-119.0682564,143.7946314,0.67709385,9599.32857
183.0,2.0,NC,-49.72659286,-55.16341792,74.268006,0.901441476,2743.088824
184.0,2.0,NC,-77.85458336,-98.6773806,125.6923291,0.78898105,7682.486354
185.0,2.0,NC,-180.2574176,-271.6479907,326.0143669,0.663569854,48966.56528
186.0,2.0,NC,-92.58890521,-144.2105202,171.3749675,0.642039881,13352.29418
187.0,2.0,NC,-55.66146852,-105.7290989,119.4857374,0.526453636,5885.03691
188.0,2.0,NC,-60.66514729,-65.82999899,89.52010312,0.921542583,3993.586585
189.0,2.0,NC,-43.87393028,-59.54637043,73.96412637,0.736802763,2612.533305
190.0,2.0,NC,-36.0412288,-68.17953138,77.11950903,0.528622419,2457.27409
191.0,2.0,NC,-191.1958304,-386.5285907,431.2310251,0.494648611,73902.65488
192.0,2.0,NC,-101.8434639,-151.695577,182.7119022,0.671367391,15449.20302
193.0,2.0,NC,-30.51530937,-54.25631229,62.24894802,0.56242874,1655.648155
194.0,2.0,NC,-87.01435808,-161.4606197,183.4149128,0.538920006,14049.39218
195.0,2.0,NC,-141.1946885,-223.9648685,264.7568741,0.630432306,31622.64984
196.0,2.0,NC,-38.70389071,-84.044209,92.52794292,0.460518234,3252.83788
197.0,2.0,NC,-71.08760428,-84.69319141,110.5729811,0.839354417,6020.636077
198.0,2.0,NC,-65.23891085,-105.1115269,123.7115539,0.620663716,6857.361531
199.0,2.0,NC,-85.52245857,-132.1253301,157.388671,0.647282838,11299.68307
200.0,2.0,NC,-30.51982079,-56.00157079,63.77801652,0.544981513,1709.157905
201.0,2.0,NC,-36.02620668,-66.15769824,75.33079453,0.544550485,2383.41091
202.0,2.0,NC,-31.79554163,-62.90351109,70.48267997,0.505465292,2000.051206
203.0,2.0,NC,-47.64208193,-70.10665666,84.76267621,0.679565739,3340.02708
204.0,2.0,NC,-149.0068096,-327.6378714,359.9299989,0.454791166,48820.27391
205.0,2.0,NC,-66.72867967,-96.10863972,117.0025099,0.694304694,6413.202633
206.0,2.0,NC,-195.5468149,-341.8864561,393.8589922,0.571964204,66854.80755
207.0,2.0,NC,-196.0290414,-362.3271353,411.9567187,0.541027768,71026.64101
208.0,2.0,NC,-60.67187281,-124.2782101,138.2973234,0.48819397,7540.191757
209.0,2.0,NC,-92.28666888,-138.3530473,166.3081326,0.667037486,12768.14187
210.0,2.0,NC,-37.84928773,-87.57720818,95.40616319,0.43218194,3314.734951
211.0,2.0,NC,-58.84159168,-77.93025928,97.64967088,0.755054484,4585.540496
212.0,2.0,NC,-129.6222009,-190.4193455,230.3506937,0.680719706,24682.57466
213.0,2.0,NC,-39.14597485,-85.62630641,94.15026127,0.457172293,3351.925237
214.0,2.0,NC,-60.46373028,-94.12672098,111.8735996,0.642365204,5691.252669
215.0,2.0,NC,-57.40388245,-95.51645234,111.4387652,0.600984239,5483.015202
216.0,2.0,NC,-20.39971326,-32.15103179,38.0767271,0.634496379,655.8718296
217.0,2.0,NC,-51.79825069,-103.6606881,115.8818236,0.4996904,5369.44231
218.0,2.0,NC,-45.23111393,-74.37204404,87.0462785,0.608173602,3363.930397
219.0,2.0,NC,-64.52996905,-100.2628601,119.2340472,0.643607902,6469.959257
220.0,2.0,NC,-32.43708059,-59.23169933,67.53190655,0.547630423,1921.303404
221.0,2.0,NC,-90.27513643,-167.8073827,190.548991,0.537968801,15148.83437
222.0,2.0,NC,-52.16756565,-64.24952655,82.76144373,0.81195253,3351.741394
223.0,2.0,NC,-78.20011903,-126.2022189,148.4663553,0.619641396,9869.028537
224.0,2.0,NC,-52.00739206,-120.3745442,131.1289431,0.43204643,6260.366113
225.0,2.0,NC,-47.40072586,-66.55771148,81.71142986,0.712174815,3154.883836
226.0,2.0,NC,-76.95216929,-120.5355521,143.0050897,0.638418856,9275.472207
227.0,2.0,NC,-87.16518417,-128.3875217,155.180943,0.678922554,11190.92197
228.0,2.0,NC,-32.06420812,-64.09700434,71.66965472,0.500245034,2055.219687
229.0,2.0,NC,-80.25396368,-106.8289654,133.6155924,0.751237863,8573.447905
230.0,2.0,NC,-91.45666455,-232.9891307,250.2963374,0.392536185,21308.40877
231.0,2.0,NC,-134.1607903,-174.1295374,219.8185921,0.770465438,23361.35635
232.0,2.0,NC,-25.61200097,-60.96503884,66.12647393,0.420109647,1561.436634
233.0,2.0,NC,-74.48677545,-124.9969602,145.5077997,0.595908695,9310.620508
234.0,2.0,NC,-66.61845115,-88.05361734,110.4149336,0.756566887,5865.995606
235.0,2.0,NC,-57.27146316,-108.2466465,122.4636965,0.529083025,6199.443826
236.0,2.0,NC,-75.35388754,-111.6077898,134.6644241,0.675166919,8410.080842
237.0,2.0,NC,-81.52054844,-109.7911765,136.7468547,0.742505464,8950.236926
238.0,2.0,NC,-61.11539092,-105.5207514,121.9414613,0.579178883,6448.941972
239.0,2.0,NC,-208.4772403,-293.8930969,360.3275067,0.709364196,61270.02178
240.0,2.0,NC,-52.19776283,-85.48025476,100.1572783,0.610641171,4461.878064
241.0,2.0,NC,-41.01456515,-77.54459262,87.72319191,0.528915863,3180.457746
242.0,2.0,NC,-30.93149264,-81.93377332,87.57796782,0.377518225,2534.333906
243.0,2.0,NC,-6.066578476,-18.1852817,19.17049412,0.333598268,110.3224385
244.0,2.0,NC,-58.99755387,-62.31150677,85.81046113,0.946816357,3676.226478
245.0,2.0,NC,-52.24652145,-78.9337777,94.65854565,0.661903218,4124.015309
246.0,2.0,NC,-114.8803482,-263.9927783,287.9056814,0.435164738,30327.5823
247.0,2.0,NC,-114.5924693,-191.1397983,222.8583777,0.599521765,21903.18146
248.0,2.0,NC,-95.8139617,-175.2676029,199.7474603,0.546672403,16793.08339
249.0,2.0,NC,-25.86116795,-69.56250978,74.21416828,0.371768759,1798.967748
250.0,2.0,NC,-80.40634726,-125.5892834,149.1236024,0.640232551,10098.17553
251.0,2.0,NC,-24.61327261,-47.97603851,53.92136367,0.513032617,1180.847315
252.0,2.0,NC,-88.115021,-172.3735842,193.5895386,0.511186336,15188.70199
253.0,2.0,NC,-53.00025631,-86.96371008,101.8416125,0.609452567,4609.098924
254.0,2.0,NC,-30.20017205,-63.3963541,70.22213402,0.476370802,1914.580802
